	"output/RSEM/NGS128_S21.genes.results"	"output/RSEM/NGS130_S23.genes.results"
"242748"	0.00	0.00
"242773"	0.00	0.00
"242785"	0.00	0.00
"242800"	0.00	0.00
"242819"	0.00	0.00
"242838"	0.00	0.00
"242851"	0.00	0.00
"242860"	0.00	0.00
"242864"	0.00	0.00
"242891"	0.00	0.00
"242894"	0.00	0.00
"242915"	0.00	0.00
"242939"	0.00	0.00
"242960"	0.00	0.00
"243043"	0.00	0.00
"243078"	0.00	0.00
"243083"	0.00	0.00
"243084"	0.00	0.00
"243085"	0.00	0.00
"243168"	0.00	0.00
"243197"	0.00	0.00
"243219"	0.00	0.00
"243262"	0.00	0.00
"243270"	0.00	0.00
"243272"	0.00	0.00
"243274"	0.00	0.00
"243277"	0.00	0.00
"243300"	0.00	0.00
"243312"	0.00	0.00
"243328"	0.00	0.00
"243339"	0.00	0.00
"243362"	0.00	0.00
"243369"	0.00	0.00
"243371"	0.00	0.00
"243372"	0.00	0.00
"243374"	0.00	0.00
"243376"	0.00	0.00
"243377"	0.00	0.00
"243382"	0.00	0.00
"243385"	0.00	0.00
"243407"	0.00	0.00
"243499"	0.00	0.00
"243510"	0.00	0.00
"243529"	0.00	0.00
"243535"	0.00	0.00
"243537"	0.00	0.00
"243538"	0.00	0.00
"243547"	0.00	0.00
"243548"	0.00	0.00
"243574"	0.00	0.00
"243612"	0.00	0.00
"243616"	0.00	0.00
"243621"	0.00	0.00
"243628"	0.00	0.00
"243634"	0.00	0.00
"243653"	0.00	0.00
"243655"	0.00	0.00
"243659"	0.00	0.00
"243725"	0.00	0.00
"243743"	0.00	0.00
"243753"	0.00	0.00
"243755"	0.00	0.00
"243764"	0.00	0.00
"243771"	0.00	0.00
"243780"	0.00	0.00
"243813"	0.00	0.00
"243816"	0.00	0.00
"243819"	0.00	0.00
"243822"	0.00	0.00
"243833"	0.00	0.00
"243834"	0.00	0.00
"243842"	0.00	0.00
"243846"	0.00	0.00
"243853"	0.00	0.00
"243862"	0.00	0.00
"243864"	0.00	0.00
"243867"	0.00	0.00
"243874"	0.00	0.00
"243880"	0.00	0.00
"243881"	0.00	0.00
"243897"	0.00	0.00
"243905"	0.00	0.00
"243906"	0.00	0.00
"243910"	0.00	0.00
"243911"	0.00	0.00
"243912"	0.00	0.00
"243914"	0.00	0.00
"243923"	0.00	0.00
"243931"	0.00	0.00
"243937"	0.00	0.00
"243944"	0.00	0.00
"243958"	0.00	0.00
"243961"	0.00	0.00
"243963"	0.00	0.00
"243967"	0.00	0.00
"243978"	0.00	0.00
"243979"	0.00	0.00
"243983"	0.00	0.00
"243996"	0.00	0.00
"244049"	0.00	0.00
"244058"	0.00	0.00
"244059"	1.00	619.00
"244071"	0.00	0.00
"244091"	0.00	0.00
"244114"	0.00	0.00
"244141"	0.00	0.00
"244144"	0.00	0.00
"244152"	0.00	0.00
"244178"	0.00	0.00
"244179"	0.00	0.00
"244180"	0.00	0.00
"244183"	0.00	0.00
"244187"	0.00	0.00
"244198"	0.00	0.00
"244199"	0.00	0.00
"244202"	0.00	0.00
"244209"	0.00	0.00
"244216"	0.00	0.00
"244218"	0.00	0.00
"244219"	0.00	0.00
"244233"	0.00	0.00
"244234"	0.00	0.00
"244237"	0.00	0.00
"244238"	0.00	0.00
"244281"	0.00	0.00
"244310"	0.00	0.00
"244329"	0.00	0.00
"244332"	0.00	0.00
"244334"	0.00	0.00
"244349"	11.00	30508.00
"244373"	0.00	0.00
"244416"	0.00	0.00
"244418"	0.00	0.00
"244421"	0.00	0.00
"244431"	0.00	0.00
"244448"	0.00	0.00
"244484"	0.00	0.00
"244486"	0.00	0.00
"244495"	0.00	0.00
"244548"	0.00	0.00
"244550"	0.00	0.00
"244551"	0.00	0.00
"244556"	0.00	0.00
"244562"	0.00	0.00
"244579"	0.00	0.00
"244585"	0.00	0.00
"244595"	0.00	0.00
"244608"	0.00	0.00
"244631"	0.00	0.00
"244646"	0.00	0.00
"244650"	0.00	0.00
"244653"	0.00	0.00
"244654"	0.00	0.00
"244666"	0.00	0.00
"244667"	0.00	0.00
"244668"	0.00	0.00
"244672"	0.00	0.00
"244682"	0.00	0.00
"244694"	0.00	0.00
"244698"	0.00	0.00
"244701"	0.00	0.00
"244713"	0.00	0.00
"244721"	0.00	0.00
"244723"	0.00	0.00
"244745"	0.00	0.00
"244757"	0.00	0.00
"244810"	0.00	0.00
"244813"	0.00	0.00
"244853"	0.00	0.00
"244859"	0.00	0.00
"244864"	0.00	0.00
"244867"	0.00	0.00
"244871"	0.00	0.00
"244879"	0.00	0.00
"244882"	0.00	0.00
"244885"	0.00	0.00
"244886"	0.00	0.00
"244891"	0.00	0.00
"244895"	0.00	0.00
"244911"	0.00	0.00
"244923"	0.00	0.00
"244954"	0.00	0.00
"244958"	0.00	0.00
"245000"	0.00	0.00
"245007"	0.00	0.00
"245020"	0.00	0.00
"245026"	0.00	0.00
"245038"	0.00	0.00
"245049"	0.00	0.00
"245050"	0.00	0.00
"245109"	0.00	0.00
"245126"	0.00	0.00
"245128"	0.00	0.00
"245174"	0.00	0.00
"245195"	0.00	0.00
"245240"	0.00	0.00
"245263"	0.00	0.00
"245269"	0.00	0.00
"245282"	0.00	0.00
"245305"	0.00	0.00
"245308"	0.00	0.00
"245368"	0.00	0.00
"245381"	0.00	0.00
"245386"	0.00	0.00
"245403"	0.00	0.00
"245404"	0.00	0.00
"245423"	0.00	0.00
"245424"	0.00	0.00
"245446"	0.00	0.00
"245450"	0.00	0.00
"245468"	0.00	0.00
"245469"	0.00	0.00
"245474"	0.00	0.00
"245492"	0.00	0.00
"245509"	0.00	0.00
"245511"	0.00	0.00
"245522"	0.00	0.00
"245525"	0.00	0.00
"245526"	0.00	0.00
"245527"	0.00	0.00
"245532"	0.00	0.00
"245533"	0.00	0.00
"245536"	0.00	0.00
"245537"	0.00	0.00
"245555"	0.00	0.00
"245566"	0.00	0.00
"245572"	0.00	0.00
"245578"	0.00	0.00
"245583"	0.00	0.00
"245595"	0.00	0.00
"245596"	0.00	0.00
"245607"	0.00	0.00
"245610"	0.00	0.00
"245615"	0.00	0.00
"245616"	0.00	0.00
"245622"	0.00	0.00
"245631"	0.00	0.00
"245638"	0.00	0.00
"245643"	0.00	0.00
"245650"	0.00	0.00
"245666"	0.00	0.00
"245670"	0.00	0.00
"245671"	0.00	0.00
"245683"	0.00	0.00
"245684"	0.00	0.00
"245688"	0.00	0.00
"245695"	0.00	0.00
"245827"	0.00	0.00
"245828"	0.00	0.00
"245839"	0.00	0.00
"245841"	0.00	0.00
"245847"	0.00	0.00
"245857"	0.00	0.00
"245860"	0.00	0.00
"245865"	0.00	0.00
"245866"	0.00	0.00
"245867"	0.00	0.00
"245877"	0.00	0.00
"245880"	0.00	0.00
"245884"	0.00	0.00
"245886"	0.00	0.00
"245902"	0.00	0.00
"245944"	0.00	0.00
"245945"	0.00	0.00
"246048"	0.00	0.00
"246049"	0.00	0.00
"246079"	0.00	0.00
"246080"	0.00	0.00
"246081"	0.00	0.00
"246082"	0.00	0.00
"246083"	0.00	0.00
"246084"	0.00	0.00
"246085"	0.00	0.00
"246086"	0.00	0.00
"246102"	0.00	0.00
"246103"	0.00	0.00
"246104"	0.00	0.00
"246133"	0.00	0.00
"246154"	0.00	0.00
"246177"	0.00	0.00
"246179"	0.00	0.00
"246190"	0.00	0.00
"246196"	0.00	2.00
"246198"	0.00	0.00
"246221"	0.00	0.00
"246228"	0.00	0.00
"246229"	0.00	0.00
"246256"	0.00	0.00
"246257"	0.00	0.00
"246277"	0.00	0.00
"246278"	0.00	0.00
"246293"	0.00	0.00
"246313"	0.00	0.00
"246316"	0.00	0.00
"246317"	0.00	0.00
"246691"	0.00	0.00
"246694"	0.00	0.00
"246696"	0.00	0.00
"246700"	0.00	0.00
"246703"	0.00	0.00
"246707"	0.00	0.00
"246709"	0.00	0.00
"246710"	0.00	0.00
"246727"	0.00	0.00
"246728"	0.00	0.00
"246729"	0.00	0.00
"246730"	0.00	0.00
"246735"	0.00	0.00
"246738"	0.00	0.00
"246746"	0.00	0.00
"246747"	0.00	0.00
"246779"	0.00	0.00
"246782"	0.00	0.00
"246787"	0.00	0.00
"246788"	0.00	0.00
"246791"	0.00	0.00
"246792"	0.00	0.00
"252829"	0.00	0.00
"252830"	0.00	0.00
"252837"	0.00	0.00
"252838"	0.00	0.00
"252864"	0.00	0.00
"252866"	0.00	0.00
"252868"	0.00	0.00
"252870"	0.00	0.00
"252875"	0.00	0.00
"252876"	0.00	0.00
"252903"	0.00	0.00
"252904"	0.00	0.00
"252905"	0.00	0.00
"252906"	0.00	0.00
"252907"	0.00	0.00
"252909"	0.00	0.00
"252910"	0.00	0.00
"252912"	0.00	0.00
"252966"	0.00	0.00
"252967"	0.00	0.00
"252972"	0.00	0.00
"252973"	0.00	0.00
"252974"	0.00	0.00
"257630"	0.00	0.00
"257632"	0.00	0.00
"257633"	0.00	0.00
"257635"	0.00	0.00
"257662"	0.00	0.00
"257664"	0.00	0.00
"257665"	0.00	0.00
"257666"	0.00	0.00
"257667"	0.00	0.00
"257734"	0.00	0.00
"257872"	0.00	0.00
"257875"	0.00	0.00
"257880"	0.00	0.00
"257881"	0.00	0.00
"257882"	0.00	0.00
"257883"	0.00	0.00
"257884"	0.00	0.00
"257885"	0.00	0.00
"257887"	0.00	0.00
"257888"	0.00	0.00
"257889"	0.00	0.00
"257890"	0.00	0.00
"257891"	0.00	0.00
"257892"	0.00	0.00
"257898"	0.00	0.00
"257899"	0.00	0.00
"257900"	0.00	0.00
"257901"	0.00	0.00
"257902"	0.00	0.00
"257904"	0.00	0.00
"257905"	0.00	0.00
"257906"	0.00	0.00
"257908"	0.00	0.00
"257909"	0.00	0.00
"257910"	0.00	0.00
"257912"	0.00	0.00
"257913"	0.00	0.00
"257915"	0.00	0.00
"257916"	0.00	0.00
"257917"	0.00	0.00
"257919"	0.00	0.00
"257921"	0.00	0.00
"257926"	0.00	0.00
"257929"	0.00	0.00
"257931"	0.00	0.00
"257932"	0.00	0.00
"257933"	0.00	0.00
"257935"	0.00	0.00
"257936"	0.00	0.00
"257938"	0.00	0.00
"257939"	0.00	0.00
"257941"	0.00	0.00
"257943"	0.00	0.00
"257947"	0.00	0.00
"257950"	0.00	0.00
"257951"	0.00	0.00
"257956"	0.00	0.00
"257958"	0.00	0.00
"257959"	0.00	0.00
"257962"	0.00	0.00
"257963"	0.00	0.00
"257971"	0.00	0.00
"257972"	0.00	0.00
"257974"	0.00	0.00
"257975"	0.00	0.00
"257978"	0.00	0.00
"257979"	0.00	0.00
"257980"	0.00	0.00
"257984"	0.00	0.00
"257985"	0.00	0.00
"257996"	0.00	0.00
"258008"	0.00	0.00
"258016"	0.00	0.00
"258019"	0.00	0.00
"258020"	0.00	0.00
"258022"	0.00	0.00
"258023"	0.00	0.00
"258025"	0.00	0.00
"258027"	0.00	0.00
"258028"	0.00	0.00
"258035"	0.00	0.00
"258036"	0.00	0.00
"258039"	0.00	0.00
"258041"	0.00	0.00
"258042"	0.00	0.00
"258046"	0.00	0.00
"258051"	0.00	0.00
"258055"	0.00	0.00
"258056"	0.00	0.00
"258060"	0.00	0.00
"258064"	0.00	0.00
"258065"	0.00	0.00
"258067"	0.00	0.00
"258068"	0.00	0.00
"258069"	0.00	0.00
"258074"	0.00	0.00
"258075"	0.00	0.00
"258085"	0.00	0.00
"258086"	0.00	0.00
"258087"	0.00	0.00
"258089"	0.00	0.00
"258094"	0.00	0.00
"258095"	0.00	0.00
"258096"	0.00	0.00
"258097"	0.00	0.00
"258098"	0.00	0.00
"258101"	0.00	0.00
"258103"	0.00	0.00
"258105"	0.00	0.00
"258111"	0.00	0.00
"258113"	0.00	0.00
"258117"	0.00	0.00
"258120"	0.00	0.00
"258121"	0.00	0.00
"258123"	0.00	0.00
"258135"	0.00	0.00
"258136"	0.00	0.00
"258139"	0.00	0.00
"258147"	0.00	0.00
"258148"	0.00	0.00
"258150"	0.00	0.00
"258151"	0.00	0.00
"258153"	0.00	0.00
"258154"	0.00	0.00
"258155"	0.00	0.00
"258156"	0.00	0.00
"258158"	0.00	0.00
"258159"	0.00	0.00
"258160"	0.00	0.00
"258163"	0.00	0.00
"258165"	0.00	0.00
"258166"	0.00	0.00
"258167"	0.00	0.00
"258168"	0.00	0.00
"258173"	0.00	0.00
"258177"	0.00	0.00
"258178"	0.00	0.00
"258180"	0.00	0.00
"258181"	0.00	0.00
"258183"	0.00	0.00
"258189"	0.00	0.00
"258196"	0.00	0.00
"258198"	0.00	0.00
"258201"	0.00	0.00
"258203"	0.00	0.00
"258206"	0.00	0.00
"258207"	0.00	0.00
"258214"	0.00	0.00
"258215"	0.00	0.00
"258216"	0.00	0.00
"258218"	0.00	0.00
"258219"	0.00	0.00
"258220"	0.00	0.00
"258222"	0.00	0.00
"258224"	0.00	0.00
"258225"	0.00	0.00
"258227"	0.00	0.00
"258228"	0.00	0.00
"258231"	0.00	0.00
"258232"	0.00	0.00
"258233"	0.00	0.00
"258235"	0.00	0.00
"258236"	0.00	0.00
"258238"	0.00	0.00
"258241"	0.00	0.00
"258242"	0.00	0.00
"258245"	0.00	0.00
"258246"	0.00	0.00
"258247"	0.00	0.00
"258248"	0.00	0.00
"258249"	0.00	0.00
"258252"	0.00	0.00
"258257"	0.00	0.00
"258258"	0.00	0.00
"258259"	0.00	0.00
"258261"	0.00	0.00
"258263"	0.00	0.00
"258264"	0.00	0.00
"258265"	0.00	0.00
"258266"	0.00	0.00
"258267"	0.00	0.00
"258268"	0.00	0.00
"258269"	0.00	0.00
"258270"	0.00	0.00
"258271"	0.00	0.00
"258272"	0.00	0.00
"258273"	0.00	0.00
"258274"	0.00	0.00
"258275"	0.00	0.00
"258276"	0.00	0.00
"258277"	0.00	0.00
"258278"	0.00	0.00
"258279"	0.00	0.00
"258280"	0.00	0.00
"258281"	0.00	0.00
"258282"	0.00	0.00
"258283"	0.00	0.00
"258284"	0.00	0.00
"258285"	0.00	0.00
"258286"	0.00	0.00
"258287"	0.00	0.00
"258288"	0.00	0.00
"258289"	0.00	0.00
"258290"	0.00	0.00
"258291"	0.00	0.00
"258292"	0.00	0.00
"258293"	0.00	0.00
"258294"	0.00	0.00
"258295"	0.00	0.00
"258296"	0.00	0.00
"258297"	0.00	0.00
"258298"	0.00	0.00
"258299"	0.00	0.00
"258300"	0.00	0.00
"258301"	0.00	0.00
"258302"	0.00	0.00
"258303"	0.00	0.00
"258304"	0.00	0.00
"258305"	0.00	0.00
"258306"	0.00	0.00
"258307"	0.00	0.00
"258308"	0.00	0.00
"258309"	0.00	0.00
"258310"	0.00	0.00
"258311"	0.00	0.00
"258313"	0.00	0.00
"258314"	0.00	0.00
"258315"	0.00	0.00
"258316"	0.00	0.00
"258317"	0.00	0.00
"258318"	0.00	0.00
"258319"	0.00	0.00
"258320"	0.00	0.00
"258321"	0.00	0.00
"258322"	0.00	0.00
"258323"	0.00	0.00
"258324"	0.00	0.00
"258325"	0.00	0.00
"258326"	0.00	0.00
"258327"	0.00	0.00
"258328"	0.00	0.00
"258329"	0.00	0.00
"258330"	0.00	0.00
"258331"	0.00	0.00
"258333"	0.00	0.00
"258334"	0.00	0.00
"258335"	0.00	0.00
"258336"	0.00	0.00
"258338"	0.00	0.00
"258339"	0.00	0.00
"258340"	0.00	0.00
"258341"	0.00	0.00
"258342"	0.00	0.00
"258343"	0.00	0.00
"258344"	0.00	0.00
"258345"	0.00	0.00
"258346"	0.00	0.00
"258347"	0.00	0.00
"258348"	0.00	0.00
"258350"	0.00	0.00
"258351"	0.00	0.00
"258352"	0.00	0.00
"258353"	0.00	0.00
"258354"	0.00	0.00
"258355"	0.00	0.00
"258356"	0.00	0.00
"258357"	0.00	0.00
"258358"	0.00	0.00
"258359"	0.00	0.00
"258360"	0.00	0.00
"258361"	0.00	0.00
"258362"	0.00	0.00
"258363"	0.00	0.00
"258364"	0.00	0.00
"258365"	0.00	0.00
"258366"	0.00	0.00
"258368"	0.00	0.00
"258369"	0.00	0.00
"258370"	0.00	0.00
"258371"	0.00	0.00
"258372"	0.00	0.00
"258373"	0.00	0.00
"258374"	0.00	0.00
"258375"	0.00	0.00
"258377"	0.00	0.00
"258378"	0.00	0.00
"258379"	0.00	0.00
"258380"	0.00	0.00
"258381"	0.00	0.00
"258383"	0.00	0.00
"258384"	0.00	0.00
"258385"	0.00	0.00
"258386"	0.00	0.00
"258387"	0.00	0.00
"258388"	0.00	0.00
"258389"	0.00	0.00
"258390"	0.00	0.00
"258391"	0.00	0.00
"258392"	0.00	0.00
"258393"	0.00	0.00
"258394"	0.00	0.00
"258395"	0.00	0.00
"258396"	0.00	0.00
"258397"	0.00	0.00
"258398"	0.00	0.00
"258399"	0.00	0.00
"258400"	0.00	0.00
"258401"	0.00	0.00
"258402"	0.00	0.00
"258403"	0.00	0.00
"258404"	0.00	0.00
"258405"	0.00	0.00
"258406"	0.00	0.00
"258407"	0.00	0.00
"258408"	0.00	0.00
"258409"	0.00	0.00
"258410"	0.00	0.00
"258411"	0.00	0.00
"258412"	0.00	0.00
"258413"	0.00	0.00
"258414"	0.00	0.00
"258415"	0.00	0.00
"258416"	0.00	0.00
"258417"	0.00	0.00
"258418"	0.00	0.00
"258420"	0.00	0.00
"258421"	0.00	0.00
"258422"	0.00	0.00
"258423"	0.00	0.00
"258424"	0.00	0.00
"258425"	0.00	0.00
"258426"	0.00	0.00
"258427"	0.00	0.00
"258428"	0.00	0.00
"258429"	0.00	0.00
"258430"	0.00	0.00
"258431"	0.00	0.00
"258432"	0.00	0.00
"258433"	0.00	0.00
"258434"	0.00	0.00
"258435"	0.00	0.00
"258436"	0.00	0.00
"258437"	0.00	0.00
"258438"	0.00	0.00
"258439"	0.00	0.00
"258440"	0.00	0.00
"258441"	0.00	0.00
"258442"	0.00	0.00
"258443"	0.00	0.00
"258444"	0.00	0.00
"258445"	0.00	0.00
"258446"	0.00	0.00
"258447"	0.00	0.00
"258448"	0.00	0.00
"258449"	0.00	0.00
"258450"	0.00	0.00
"258451"	0.00	0.00
"258453"	0.00	0.00
"258454"	0.00	0.00
"258455"	0.00	0.00
"258456"	0.00	0.00
"258457"	0.00	0.00
"258458"	0.00	0.00
"258459"	0.00	0.00
"258460"	0.00	0.00
"258461"	0.00	0.00
"258462"	0.00	0.00
"258463"	0.00	0.00
"258464"	0.00	0.00
"258465"	0.00	0.00
"258466"	0.00	0.00
"258468"	0.00	0.00
"258469"	0.00	0.00
"258470"	0.00	0.00
"258471"	0.00	0.00
"258474"	0.00	0.00
"258475"	0.00	0.00
"258478"	0.00	0.00
"258479"	0.00	0.00
"258480"	0.00	0.00
"258481"	0.00	0.00
"258482"	0.00	0.00
"258483"	0.00	0.00
"258484"	0.00	0.00
"258485"	0.00	0.00
"258486"	0.00	0.00
"258487"	0.00	0.00
"258488"	0.00	0.00
"258489"	0.00	0.00
"258490"	0.00	0.00
"258491"	0.00	0.00
"258492"	0.00	0.00
"258493"	0.00	0.00
"258494"	0.00	0.00
"258495"	0.00	0.00
"258497"	0.00	0.00
"258498"	0.00	0.00
"258499"	0.00	0.00
"258500"	0.00	0.00
"258501"	0.00	0.00
"258502"	0.00	0.00
"258503"	0.00	0.00
"258504"	0.00	0.00
"258505"	0.00	0.00
"258506"	0.00	0.00
"258507"	0.00	0.00
"258508"	0.00	0.00
"258509"	0.00	0.00
"258511"	0.00	0.00
"258512"	0.00	0.00
"258513"	0.00	0.00
"258515"	0.00	0.00
"258516"	0.00	0.00
"258517"	0.00	0.00
"258518"	0.00	0.00
"258519"	0.00	0.00
"258520"	0.00	0.00
"258521"	0.00	0.00
"258522"	0.00	0.00
"258523"	0.00	0.00
"258524"	0.00	0.00
"258525"	0.00	0.00
"258526"	0.00	0.00
"258527"	0.00	0.00
"258528"	0.00	0.00
"258529"	0.00	0.00
"258530"	0.00	0.00
"258531"	0.00	0.00
"258532"	0.00	0.00
"258533"	0.00	0.00
"258534"	0.00	0.00
"258536"	0.00	0.00
"258537"	0.00	0.00
"258538"	0.00	0.00
"258540"	0.00	0.00
"258541"	0.00	0.00
"258542"	0.00	0.00
"258543"	0.00	0.00
"258544"	0.00	0.00
"258545"	0.00	0.00
"258546"	0.00	0.00
"258547"	0.00	0.00
"258548"	0.00	0.00
"258549"	0.00	0.00
"258550"	0.00	0.00
"258551"	0.00	0.00
"258552"	0.00	0.00
"258553"	0.00	0.00
"258554"	0.00	0.00
"258555"	0.00	0.00
"258557"	0.00	0.00
"258558"	0.00	0.00
"258559"	0.00	0.00
"258560"	0.00	0.00
"258561"	0.00	0.00
"258562"	0.00	0.00
"258563"	0.00	0.00
"258564"	0.00	0.00
"258565"	0.00	0.00
"258566"	0.00	0.00
"258568"	0.00	0.00
"258569"	0.00	0.00
"258570"	0.00	0.00
"258571"	0.00	0.00
"258572"	0.00	0.00
"258573"	0.00	0.00
"258575"	0.00	0.00
"258577"	0.00	0.00
"258579"	0.00	0.00
"258580"	0.00	0.00
"258581"	0.00	0.00
"258582"	0.00	0.00
"258583"	0.00	0.00
"258584"	0.00	0.00
"258585"	0.00	0.00
"258586"	0.00	0.00
"258587"	0.00	0.00
"258589"	0.00	0.00
"258590"	0.00	0.00
"258591"	0.00	0.00
"258592"	0.00	0.00
"258593"	0.00	0.00
"258594"	0.00	0.00
"258595"	0.00	0.00
"258597"	0.00	0.00
"258598"	0.00	0.00
"258600"	0.00	0.00
"258601"	0.00	0.00
"258602"	0.00	0.00
"258603"	0.00	0.00
"258604"	0.00	0.00
"258605"	0.00	0.00
"258606"	0.00	0.00
"258607"	0.00	0.00
"258608"	0.00	0.00
"258609"	0.00	0.00
"258610"	0.00	0.00
"258611"	0.00	0.00
"258612"	0.00	0.00
"258613"	0.00	0.00
"258614"	0.00	0.00
"258615"	0.00	0.00
"258616"	0.00	0.00
"258617"	0.00	0.00
"258618"	0.00	0.00
"258620"	0.00	0.00
"258621"	0.00	0.00
"258622"	0.00	0.00
"258623"	0.00	0.00
"258624"	0.00	0.00
"258625"	0.00	0.00
"258626"	0.00	0.00
"258627"	0.00	0.00
"258628"	0.00	0.00
"258629"	0.00	0.00
"258630"	0.00	0.00
"258631"	0.00	0.00
"258632"	0.00	0.00
"258633"	0.00	0.00
"258634"	0.00	0.00
"258635"	0.00	0.00
"258636"	0.00	0.00
"258638"	0.00	0.00
"258639"	0.00	0.00
"258640"	0.00	0.00
"258641"	0.00	0.00
"258643"	0.00	0.00
"258644"	0.00	0.00
"258645"	0.00	0.00
"258647"	0.00	0.00
"258648"	0.00	0.00
"258649"	0.00	0.00
"258650"	0.00	0.00
"258652"	0.00	0.00
"258653"	0.00	0.00
"258654"	0.00	0.00
"258655"	0.00	0.00
"258656"	0.00	0.00
"258657"	0.00	0.00
"258658"	0.00	0.00
"258659"	0.00	0.00
"258660"	0.00	0.00
"258661"	0.00	0.00
"258662"	0.00	0.00
"258663"	0.00	0.00
"258665"	0.00	0.00
"258666"	0.00	0.00
"258667"	0.00	0.00
"258668"	0.00	0.00
"258669"	0.00	0.00
"258670"	0.00	0.00
"258671"	0.00	0.00
"258672"	0.00	0.00
"258673"	0.00	0.00
"258674"	0.00	0.00
"258675"	0.00	0.00
"258676"	0.00	0.00
"258677"	0.00	0.00
"258678"	0.00	0.00
"258679"	0.00	0.00
"258680"	0.00	0.00
"258681"	0.00	0.00
"258682"	0.00	0.00
"258683"	0.00	0.00
"258684"	0.00	0.00
"258685"	0.00	0.00
"258686"	0.00	0.00
"258687"	0.00	0.00
"258688"	0.00	0.00
"258689"	0.00	0.00
"258690"	0.00	0.00
"258691"	0.00	0.00
"258692"	0.00	0.00
"258693"	0.00	0.00
"258694"	0.00	0.00
"258695"	0.00	0.00
"258696"	0.00	0.00
"258697"	0.00	0.00
"258698"	0.00	0.00
"258699"	0.00	0.00
"258700"	0.00	0.00
"258701"	0.00	0.00
"258702"	0.00	0.00
"258703"	0.00	0.00
"258704"	0.00	0.00
"258705"	0.00	0.00
"258706"	0.00	0.00
"258708"	0.00	0.00
"258709"	0.00	0.00
"258710"	0.00	0.00
"258711"	0.00	0.00
"258712"	0.00	0.00
"258713"	0.00	0.00
"258716"	0.00	0.00
"258717"	0.00	0.00
"258718"	0.00	0.00
"258719"	0.00	0.00
"258720"	0.00	0.00
"258721"	0.00	0.00
"258722"	0.00	0.00
"258723"	0.00	0.00
"258724"	0.00	0.00
"258725"	0.00	0.00
"258726"	0.00	0.00
"258727"	0.00	0.00
"258728"	0.00	0.00
"258729"	0.00	0.00
"258730"	0.00	0.00
"258731"	0.00	0.00
"258732"	0.00	0.00
"258733"	0.00	0.00
"258734"	0.00	0.00
"258736"	0.00	0.00
"258737"	0.00	0.00
"258738"	0.00	0.00
"258739"	0.00	0.00
"258740"	0.00	0.00
"258741"	0.00	0.00
"258742"	0.00	0.00
"258743"	0.00	0.00
"258744"	0.00	0.00
"258745"	0.00	0.00
"258746"	0.00	0.00
"258747"	0.00	0.00
"258748"	0.00	0.00
"258749"	0.00	0.00
"258750"	0.00	0.00
"258751"	0.00	0.00
"258752"	0.00	0.00
"258753"	0.00	0.00
"258754"	0.00	0.00
"258755"	0.00	0.00
"258756"	0.00	0.00
"258757"	0.00	0.00
"258758"	0.00	0.00
"258759"	0.00	0.00
"258762"	0.00	0.00
"258763"	0.00	0.00
"258764"	0.00	0.00
"258765"	0.00	0.00
"258766"	0.00	0.00
"258767"	0.00	0.00
"258768"	0.00	0.00
"258769"	0.00	0.00
"258770"	0.00	0.00
"258771"	0.00	0.00
"258772"	0.00	0.00
"258773"	0.00	0.00
"258774"	0.00	0.00
"258775"	0.00	0.00
"258776"	0.00	0.00
"258777"	0.00	0.00
"258778"	0.00	0.00
"258780"	0.00	0.00
"258782"	0.00	0.00
"258783"	0.00	0.00
"258784"	0.00	0.00
"258785"	0.00	0.00
"258786"	0.00	0.00
"258787"	0.00	0.00
"258788"	0.00	0.00
"258789"	0.00	0.00
"258790"	0.00	0.00
"258791"	0.00	0.00
"258792"	0.00	0.00
"258793"	0.00	0.00
"258794"	0.00	0.00
"258797"	0.00	0.00
"258798"	0.00	0.00
"258799"	0.00	0.00
"258800"	0.00	0.00
"258801"	0.00	0.00
"258802"	0.00	0.00
"258803"	0.00	0.00
"258804"	0.00	0.00
"258805"	0.00	0.00
"258806"	0.00	0.00
"258807"	0.00	0.00
"258808"	0.00	0.00
"258809"	0.00	0.00
"258810"	0.00	0.00
"258811"	0.00	0.00
"258812"	0.00	0.00
"258814"	0.00	0.00
"258815"	0.00	0.00
"258816"	0.00	0.00
"258817"	0.00	0.00
"258818"	0.00	0.00
"258819"	0.00	0.00
"258820"	0.00	0.00
"258821"	0.00	0.00
"258822"	0.00	0.00
"258823"	0.00	0.00
"258824"	0.00	0.00
"258825"	0.00	0.00
"258826"	0.00	0.00
"258828"	0.00	0.00
"258829"	0.00	0.00
"258830"	0.00	0.00
"258831"	0.00	0.00
"258832"	0.00	0.00
"258833"	0.00	0.00
"258834"	0.00	0.00
"258835"	0.00	0.00
"258836"	0.00	0.00
"258837"	0.00	0.00
"258838"	0.00	0.00
"258840"	0.00	0.00
"258841"	0.00	0.00
"258842"	0.00	0.00
"258843"	0.00	0.00
"258844"	0.00	0.00
"258845"	0.00	0.00
"258846"	0.00	0.00
"258850"	0.00	0.00
"258851"	0.00	0.00
"258852"	0.00	0.00
"258853"	0.00	0.00
"258854"	0.00	0.00
"258857"	0.00	0.00
"258858"	0.00	0.00
"258859"	0.00	0.00
"258861"	0.00	0.00
"258862"	0.00	0.00
"258863"	0.00	0.00
"258865"	0.00	0.00
"258866"	0.00	0.00
"258867"	0.00	0.00
"258868"	0.00	0.00
"258869"	0.00	0.00
"258871"	0.00	0.00
"258873"	0.00	0.00
"258875"	0.00	0.00
