"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","gene_id","ccds_id"
"CCDS15947.1|Mm108|chr2",102.165656796065,6.67476650252092,2.30382018375594,2.89726018965551,0.0037643741042248,0.00573669405742427,"Pbx3",18516,"CCDS15947.1"
"CCDS16002.1|Mm108|chr2",38223.2890291743,15.222164303912,2.05637758877838,7.4024169427731,1.33727837431289e-13,1.0048161118101e-12,"Rabgap1",227800,"CCDS16002.1"
"CCDS16056.1|Mm108|chr2",6.8946148758081,2.78546996692714,2.65473715140711,1.04924510716654,0.294065323067684,0.305353819154735,"Baz2b",407823,"CCDS16056.1"
"CCDS16190.1|Mm108|chr2",146772.162614185,17.1632188413457,2.15023832633646,7.9820076831149,1.43972065370901e-15,1.4161615884665e-14,"Zdhhc5",228136,"CCDS16190.1"
"CCDS16423.1|Mm108|chr2",395.386220026714,8.6271187810099,1.81994345637587,4.7403224263843,2.13378389115237e-06,5.13056482272636e-06,"Psmc3",19182,"CCDS16423.1"
"CCDS16481.1|Mm108|chr2",110.769680318768,6.79141923325833,2.0077548452313,3.38259387065553,0.000718047334585256,0.00119527264003269,"Caprin1",53872,"CCDS16481.1"
"CCDS16571.1|Mm108|chr2",20.6838446274243,4.3704324676483,2.37513521373159,1.84007733217928,0.0657568847084642,0.0781856585214927,"Fam98b",68215,"CCDS16571.1"
"CCDS16602.1|Mm108|chr2",3900.92751250164,11.929601474943,1.84951270452986,6.45013221359595,1.11752615972575e-10,5.08051808749268e-10,"Ino80",68142,"CCDS16602.1"
"CCDS16648.1|Mm108|chr2",8683.28310363034,13.0840249058788,2.08682521193953,6.2698230934819,3.61458533487867e-10,1.4927409665415e-09,"Mfap1a",67532,"CCDS16648.1"
"CCDS16709.1|Mm108|chr2",30.0855921853444,4.911000849011,1.94844755420325,2.52046858454919,0.0117198699481373,0.0166416001100848,"Nphp1",53885,"CCDS16709.1"
"CCDS16777.1|Mm108|chr2",164059.697161671,17.323861344938,1.84920809083496,9.36825954353025,7.37383811570193e-21,2.21624801144152e-19,"Chgb",12653,"CCDS16777.1"
"CCDS16788.1|Mm108|chr2",192.02357133449,7.58513960572177,1.83056600837025,4.14360343797425,3.41890753665792e-05,7.11395760512283e-05,"Plcb4",18798,"CCDS16788.1"
"CCDS16811.1|Mm108|chr2",215377.113406346,17.716505427525,1.85058799237844,9.57344665613825,1.03399882487074e-21,3.49620852659418e-20,"Bfsp1",12075,"CCDS16811.1"
"CCDS16938.1|Mm108|chr2",43386.728787984,15.4049661954976,1.81502972844411,8.48744566222789,2.11228452955564e-17,2.72082364402286e-16,"Chmp4b",75608,"CCDS16938.1"
"CCDS16982.1|Mm108|chr2",1927.92805225593,10.9128354977495,2.13527179047566,5.11074774950241,3.20886199617674e-07,8.59403138580007e-07,"Ctnnbl1",66642,"CCDS16982.1"
"CCDS17056.1|Mm108|chr2",4680.75973721494,12.1925269982647,1.81284129039896,6.72564502079576,1.74816280265086e-11,9.7500626415888e-11,"Tnnc2",21925,"CCDS17056.1"
"CCDS17109.1|Mm108|chr2",1674.65067107438,10.7096444681912,1.81581359476713,5.89798672014277,3.67963580804215e-09,1.25200186927724e-08,"Dpm1",13480,"CCDS17109.1"
"CCDS17286.1|Mm108|chr3",27.5214792150026,4.78248610848832,1.95388797214491,2.44767672285647,0.0143780595621697,0.0197926977687883,"Sec62",69276,"CCDS17286.1"
"CCDS17338.1|Mm108|chr3",136417.305775045,17.0576671493863,2.03984416810093,8.36224032018429,6.15383289879999e-17,7.56641726875181e-16,"Mgarp",67749,"CCDS17338.1"
"CCDS17346.1|Mm108|chr3",596.013814883906,9.21920196078685,2.05081401647438,4.4953866546299,6.94436421829761e-06,1.55888010045602e-05,"Proser1",212127,"CCDS17346.1"
"CCDS17433.1|Mm108|chr3",51.5671608479862,5.68838071162312,1.89429907708637,3.0028947278866,0.00267424919603602,0.00416936257941063,"Plrg1",53317,"CCDS17433.1"
"CCDS17442.2|Mm108|chr3",7.8062994874852,2.96463881261308,2.25034911947383,1.31741283472773,0.187700281077557,0.204317609784625,"Fam160a1",229488,"CCDS17442.2"
"CCDS17461.1|Mm108|chr3",6.95159516403792,2.79734406721544,2.29342466478267,1.21972354713492,0.222569692067536,0.237027959465624,"Nes",18008,"CCDS17461.1"
"CCDS17468.1|Mm108|chr3",1350.71773248786,10.3995105022663,1.81452754131248,5.73124974159619,9.96933544891115e-09,3.15357101700727e-08,"Cct3",12462,"CCDS17468.1"
"CCDS17596.1|Mm108|chr3",15830.9474394671,13.9504599790118,2.14395967246573,6.50686678400419,7.67344019133956e-11,3.60985316827365e-10,"Pogz",229584,"CCDS17596.1"
"CCDS17629.1|Mm108|chr3",13722.0499917932,13.7442084071291,2.1183554653244,6.48815018636372,8.68966376697691e-11,3.98398991350382e-10,"Otud7b",229603,"CCDS17629.1"
"CCDS17683.1|Mm108|chr3",1995403.71071566,20.9282492318242,1.99663615200587,10.4817541297142,1.04781975492011e-25,6.29856097124199e-24,"Atp1a1",11928,"CCDS17683.1"
"CCDS17714.1|Mm108|chr3",8.77496438739212,3.13339327034745,2.56418347190563,1.22198481687381,0.22171336871692,0.236581720859672,"Atp5pb",11950,"CCDS17714.1"
"CCDS17770.1|Mm108|chr3",25.0713268211204,4.64796644317721,2.35302079328024,1.97531889920007,0.04823196982493,0.059847467145154,"Prpf38b",66921,"CCDS17770.1"
"CCDS17809.1|Mm108|chr3",42.165413290066,5.39798819016886,1.9171877361795,2.81557621525671,0.00486898464520271,0.00727657650015101,"Dnttip2",99480,"CCDS17809.1"
"CCDS17955.1|Mm108|chr4",107.350863024979,6.74618997926533,1.84604524991009,3.65440120148404,0.00025778290348038,0.000458751811785808,"Rab2a",59021,"CCDS17955.1"
"CCDS18005.1|Mm108|chr4",24.0456816329836,4.58770591835973,2.02468351824754,2.26588791631525,0.0234582466501114,0.0309534425310006,"Pou3f2",18992,"CCDS18005.1"
"CCDS18049.1|Mm108|chr4",15634.080543633,13.9324067549271,2.11813794190783,6.57766733661268,4.77885909259414e-11,2.43902148027682e-10,"Dnaja1",15502,"CCDS18049.1"
"CCDS18051.1|Mm108|chr4",19.0314162687595,4.2503110221266,2.00955757033804,2.11504815033073,0.0344258436796029,0.0436168183387943,"B4galt1",14595,"CCDS18051.1"
"CCDS18054.1|Mm108|chr4",2327.87269534102,11.1847964482253,1.85373419966012,6.03365706382068,1.60290044943912e-09,5.98047684928663e-09,"Nfx1",74164,"CCDS18054.1"
"CCDS18067.1|Mm108|chr4",9.80060957552886,3.29287148435465,2.16494548540168,1.52099510429182,0.128261065889539,0.147011094589493,"Cntfr",12804,"CCDS18067.1"
"CCDS18100.1|Mm108|chr4",2757.27614744094,11.4290280484167,1.8167730669283,6.2908396521643,3.15753363316271e-10,1.33455132464143e-09,"Tpm2",22004,"CCDS18100.1"
"CCDS18579.1|Mm108|chr4",9263.11451665698,13.1772816338998,2.02113526130549,6.51974258535686,7.04281510974015e-11,3.40193122711556e-10,"Ybx1",22608,"CCDS18579.1"
"CCDS18759.1|Mm108|chr4",1697.44278636631,10.7291472327894,1.81351924971152,5.9162025627774,3.29459428673632e-09,1.13527102491997e-08,"Hmgn2",15331,"CCDS18759.1"
"CCDS18772.1|Mm108|chr4",9901.40770540742,13.2734179356357,2.09030182119164,6.35000065591906,2.15314009645141e-10,9.3187903374417e-10,"Stmn1",16765,"CCDS18772.1"
"CCDS18873.1|Mm108|chr4",14889.5760976222,13.8620150608997,2.12704627389243,6.51702561953795,7.17151812306736e-11,3.40332570577144e-10,"Hspb7",29818,"CCDS18873.1"
"CCDS19035.1|Mm108|chr4",11397.1972517284,13.4763914663805,1.88435152732414,7.15173961491013,8.5684989014025e-13,6.0202050722841e-12,"Mib2",76580,"CCDS19035.1"
"CCDS19070.1|Mm108|chr5",25.1283071093502,4.65124157521007,1.9632180852852,2.3691925059535,0.0178269719203927,0.0242321402234483,"Akap9",100986,"CCDS19070.1"
"CCDS19207.1|Mm108|chr5",29.6297498795059,4.888974542681,1.95689461350849,2.49833307779187,0.0124778891820866,0.0175338650584646,"Letm1",56384,"CCDS19207.1"
"CCDS19372.1|Mm108|chr5",96502.8987714978,16.5582846585152,1.89118812728284,8.7554931313498,2.03213005712134e-18,3.0112255657362e-17,"Rest",19712,"CCDS19372.1"
"CCDS19475.1|Mm108|chr5",75.2139804633611,6.23292894389837,2.30350501795353,2.70584561150025,0.00681307123866105,0.0100432467033123,"Arhgap24",231532,"CCDS19475.1"
"CCDS19483.1|Mm108|chr5",141450.716516114,17.1099399591358,1.93913929078328,8.82347134136227,1.10965100865447e-18,1.81915513843051e-17,"Sparcl1",13602,"CCDS19483.1"
"CCDS19539.1|Mm108|chr5",31351.3523080816,14.9362400530739,2.09402882052008,7.13277673483228,9.83640429996723e-13,6.82242913625932e-12,"Tfip11",54723,"CCDS19539.1"
"CCDS19694.1|Mm108|chr5",134.359519645913,7.06995473263231,1.83903081110464,3.84439167084191,0.000120851855511233,0.000230679656232069,"Sfswap",231769,"CCDS19694.1"
"CCDS19817.1|Mm108|chr5",5485.26442673175,12.4213454545958,2.14629157861726,5.78735227699036,7.15045212720874e-09,2.30261583382139e-08,"Mad1l1",17120,"CCDS19817.1"
"CCDS19838.2|Mm108|chr5",211.111967891479,7.72186455684575,2.0100582562243,3.84161231791884,0.000122228782687729,0.000231208991028187,"Zfp316",54201,"CCDS19838.2"
"CCDS19897.1|Mm108|chr6",237.436861053656,7.8914001143551,2.01550217328241,3.91535182594386,9.02724719381333e-05,0.000178238712841351,"Ppp1r9a",243725,"CCDS19897.1"
"CCDS19983.1|Mm108|chr6",38697.4789878228,15.2399519621921,2.03562250631795,7.48662972377836,7.06646975493828e-14,5.54052193829219e-13,"Podxl",27205,"CCDS19983.1"
"CCDS19986.1|Mm108|chr6",307457.316166022,18.2300266116207,2.11885821142212,8.60370293460323,7.71845963892072e-18,1.07068888837336e-16,"Chchd3",66075,"CCDS19986.1"
"CCDS20530.2|Mm108|chr6",9.28778698146049,3.21533488388363,2.19702821494494,1.46349275899682,0.143332593549337,0.16054437496934,"Tpi1",21991,"CCDS20530.2"
"CCDS20543.1|Mm108|chr6",29.7437104559655,4.89451272622243,1.97162881071013,2.48247170037019,0.0130474431193205,0.0182394489084042,"Chd4",107932,"CCDS20543.1"
"CCDS20655.1|Mm108|chr6",171.168785842376,7.41927582716682,1.83240092857758,4.04893695012811,5.14508021735557e-05,0.000102711748988537,"Wbp11",60321,"CCDS20655.1"
"CCDS20684.1|Mm108|chr6",6025.20963799752,12.5567957232558,2.11340769058408,5.94149239600121,2.82438841014998e-09,9.82839771916779e-09,"Ldhb",16832,"CCDS20684.1"
"CCDS20721.1|Mm108|chr7",332.479981820994,8.37712367024726,1.82265041909922,4.59612198941988,4.30426759509295e-06,9.82535345546533e-06,"Cnot3",232791,"CCDS20721.1"
"CCDS20750.1|Mm108|chr7",1969.18178093431,10.9433805814513,2.08465845337769,5.24948370497821,1.52526090392902e-07,4.25343375786391e-07,"Ssc5d",269855,"CCDS20750.1"
"CCDS20783.1|Mm108|chr7",17001.3795399958,14.053364195016,2.14961829683501,6.53760912609809,6.25100331250311e-11,3.0466601730308e-10,"Peg3",18616,"CCDS20783.1"
"CCDS20903.1|Mm108|chr7",38972.4088785317,15.2501654865685,2.1052340362862,7.24392880967809,4.35870269795702e-13,3.14407754612633e-12,"Mark4",232944,"CCDS20903.1"
"CCDS20912.1|Mm108|chr7",5721.21980029143,12.4821070561793,1.81151109824417,6.89043918542801,5.5620400999692e-12,3.38097044279027e-11,"Apoe",11816,"CCDS20912.1"
"CCDS20975.1|Mm108|chr7",183.989350694086,7.52347845526653,1.95747217894398,3.84346635226524,0.000121308638026153,0.000230679656232069,"Zfp526",210172,"CCDS20975.1"
"CCDS21036.1|Mm108|chr7",1508.78105203738,10.5591677478772,1.84443825337267,5.72486919991448,1.03513462146512e-08,3.23703948099785e-08,"Fbl",14113,"CCDS21036.1"
"CCDS21216.1|Mm108|chr7",39.8292214726435,5.31575537502799,1.91533534994689,2.77536535582418,0.00551397256982548,0.00821779382996029,"Nup62",18226,"CCDS21216.1"
"CCDS21744.1|Mm108|chr7",23.7607801918345,4.57051030309721,1.99073992429673,2.29588518686681,0.0216824469394031,0.0287504994956301,"Swap70",20947,"CCDS21744.1"
"CCDS21845.1|Mm108|chr7",1057.15528752783,10.045971597136,2.16530426116601,4.63951961731524,3.4921998650153e-06,8.14344882316067e-06,"Aldoa",11674,"CCDS21845.1"
"CCDS21849.1|Mm108|chr7",398620.250245774,18.6046554766034,2.07898192737088,8.948926025601,3.58957605972494e-19,7.19244684559701e-18,"Hirip3",233876,"CCDS21849.1"
"CCDS21859.1|Mm108|chr7",1246.89964733313,10.2841296438788,1.84477418864767,5.57473630494458,2.47905088687493e-08,7.4097598331455e-08,"Cd2bp2",70233,"CCDS21859.1"
"CCDS21883.1|Mm108|chr7",22919.5232164095,14.4842894122797,2.10082996505626,6.8945557961383,5.40333750911169e-12,3.32182453685162e-11,"Vkorc1",27973,"CCDS21883.1"
"CCDS21886.1|Mm108|chr7",397.266569538298,8.63396358377823,2.3157875392589,3.72830557095979,0.000192771550465535,0.000351142790578634,"Fus",233908,"CCDS21886.1"
"CCDS21896.1|Mm108|chr7",10.5983336107463,3.40576554076058,2.14071553991987,1.59094726844841,0.11162144351137,0.128210617706266,"Rgs10",67865,"CCDS21896.1"
"CCDS21904.1|Mm108|chr7",9.34476726969031,3.22415873427063,2.18323615209273,1.47677965628232,0.139734711551949,0.157165236901465,"Tacc2",57752,"CCDS21904.1"
"CCDS21935.1|Mm108|chr7",1740.2349828269,10.7650664100867,1.84440809403074,5.83659681657591,5.32778093259066e-09,1.75212467786356e-08,"Bccip",66165,"CCDS21935.1"
"CCDS22112.1|Mm108|chr8",8.77496438739212,3.13339327034745,2.20234792944736,1.4227512503593,0.154808277893551,0.171973877495711,"Grk1",24013,"CCDS22112.1"
"CCDS22210.2|Mm108|chr8",144.90087296843,7.17892247634266,1.83641773302612,3.90919906034286,9.26026358000837e-05,0.000181514586840019,"Adgra2",78560,"CCDS22210.2"
"CCDS22222.1|Mm108|chr8",5093.12608313414,12.3143357170479,2.10610363250285,5.84697520435583,5.00592089056936e-09,1.67173037148026e-08,"Mak16",67920,"CCDS22222.1"
"CCDS22246.1|Mm108|chr8",143.191464321535,7.1618016855332,1.87005426789929,3.82972933377936,0.00012828428137004,0.000240978459101359,"Cldn23",71908,"CCDS22246.1"
"CCDS22310.1|Mm108|chr8",263.875714792292,8.04371477135624,2.3224978645371,3.46338952305537,0.000533415589352394,0.000910340169841152,"Gpm6a",234267,"CCDS22310.1"
"CCDS22355.1|Mm108|chr8",7676.44141060944,12.9062219564074,2.13889881723194,6.03404978881144,1.59900762315271e-09,5.98047684928663e-09,"Gatad2a",234366,"CCDS22355.1"
"CCDS22372.1|Mm108|chr8",78.3478963160011,6.29182263295193,2.30331373732256,2.73163943365602,0.00630200681362336,0.00934078270183627,"Ell",13716,"CCDS22372.1"
"CCDS22384.1|Mm108|chr8",8075.41738879464,12.9793211140268,1.91967577068412,6.76120484106612,1.36848876302977e-11,7.82458685535724e-11,"Ccdc124",234388,"CCDS22384.1"
"CCDS22429.1|Mm108|chr8",170080.861199204,17.3758612814789,1.88024695145763,9.24126549866684,2.4359886125152e-20,6.93615704931959e-19,"Pou4f2",18997,"CCDS22429.1"
"CCDS22652.1|Mm108|chr8",5.64104853475208,2.49596334973216,2.41230074319503,1.03468166511706,0.300817601374289,0.311170788419676,"Dhx38",64340,"CCDS22652.1"
"CCDS22695.1|Mm108|chr8",925.131959699341,9.85351535435024,2.36424115906368,4.16772854011752,3.07650002064436e-05,6.4262027458247e-05,"1700030J22Rik",69528,"CCDS22695.1"
"CCDS22726.1|Mm108|chr8",5279.05276362804,12.3660633703418,1.8291309421401,6.76062226352882,1.37400323707752e-11,7.82458685535724e-11,"Map1lc3b",67443,"CCDS22726.1"
"CCDS22736.1|Mm108|chr8",79.6584429452869,6.31575537502799,1.85809819551371,3.39904284406339,0.000676221225185632,0.00112912247785626,"Zc3h18",76014,"CCDS22736.1"
"CCDS22919.1|Mm108|chr9",9201.46184479232,13.167647366342,2.16229735201712,6.08965614930733,1.13153452770783e-09,4.40403006827291e-09,"Zfp653",319601,"CCDS22919.1"
"CCDS23121.1|Mm108|chr9",14.1311114809951,3.82080304003942,2.06465194270355,1.85057973259952,0.0642300376735329,0.0767073959853892,"Ttc36",192653,"CCDS23121.1"
"CCDS23140.2|Mm108|chr9",48.2623041306567,5.59282488898475,2.31156790748626,2.41949408921615,0.0155421133193837,0.0212867931792066,"Sik3",70661,"CCDS23140.2"
"CCDS23236.1|Mm108|chr9",9.0028855403114,3.17038747782965,2.1939863741408,1.44503517214013,0.148448006501659,0.165588394881232,"Stra6",20897,"CCDS23236.1"
"CCDS23283.1|Mm108|chr9",173153.466261709,17.4016917427604,1.92938592193194,9.01929030628341,1.89311707243156e-19,4.26740140077281e-18,"Slc24a1",214111,"CCDS23283.1"
"CCDS23297.2|Mm108|chr9",206.211663103715,7.68798212202509,1.82864057873173,4.20420623464299,2.61999969974206e-05,5.55850916690374e-05,"Zfp609",214812,"CCDS23297.2"
"CCDS23328.1|Mm108|chr9",141.53903596287,7.14505618787303,1.85792020686573,3.84572822959205,0.000120194926846845,0.000230586721362209,"Cgnl1",68178,"CCDS23328.1"
"CCDS23335.1|Mm108|chr9",13.846210039846,3.79141923325833,2.08830456383206,1.81554898596833,0.0694395851242162,0.0814898385080281,"Rab27a",11891,"CCDS23335.1"
"CCDS23339.1|Mm108|chr9",17870.3289355005,14.1252785695667,2.11509213642301,6.67832777888104,2.41684015920675e-11,1.28187306483417e-10,"Onecut1",15379,"CCDS23339.1"
"CCDS23343.1|Mm108|chr9",101444.229366788,16.6303272744678,2.01916907667296,8.23622323984378,1.77732156891001e-16,2.04581057187302e-15,"Leo1",235497,"CCDS23343.1"
"CCDS23347.1|Mm108|chr9",80805.0003050473,16.3021569508939,2.13795839715121,7.62510485359128,2.43836108844004e-14,2.09389420451755e-13,"Scg3",20255,"CCDS23347.1"
"CCDS23368.1|Mm108|chr9",20496.0375974188,14.3230574067878,2.1800165226181,6.5701600231848,5.02612169497665e-11,2.54124470746016e-10,"Myo6",17920,"CCDS23368.1"
"CCDS23451.1|Mm108|chr9",86754.7680414286,16.4046554299284,2.15767221260733,7.60294141717897,2.89474552416673e-14,2.44696457589719e-13,"Trf",22041,"CCDS23451.1"
"CCDS23480.1|Mm108|chr9",47.0087377896007,5.55485703878573,1.90816470029163,2.91109936051995,0.00360159465570822,0.00550413194558799,"Parp3",235587,"CCDS23480.1"
"CCDS23507.1|Mm108|chr9",157.32257580253,7.29758190224062,2.30985776172937,3.15932089981895,0.00158137263150249,0.00253864271110637,"Rbm6",19654,"CCDS23507.1"
"CCDS23852.1|Mm108|chr10",57.0372685180488,5.83383298848854,2.30710526371334,2.52863754430469,0.0114506210145984,0.0163020683392046,"Hsf2",15500,"CCDS23852.1"
"CCDS23892.1|Mm108|chr10",56897.2679498681,15.7960717595012,2.1243416016058,7.43574938586192,1.03976802759497e-13,8.00728069026086e-13,"Ddx50",94213,"CCDS23892.1"
"CCDS23911.1|Mm108|chr10",19.9431008804366,4.31781784148488,2.01686031677166,2.14086112239856,0.0322852391359026,0.0411941376710455,"Ank3",11735,"CCDS23911.1"
"CCDS23987.1|Mm108|chr10",5441.04772306542,12.409668766897,2.17810929592826,5.69744998108934,1.21612644184191e-08,3.75956802877986e-08,"Polrmt",216151,"CCDS23987.1"
"CCDS24078.1|Mm108|chr10",801.028891934795,9.64571046923684,2.35903868508152,4.08883098451755,4.33552594842566e-05,8.88454370491774e-05,"Appl2",216190,"CCDS24078.1"
"CCDS24235.1|Mm108|chr10",5.81198939944154,2.53903207162405,2.43424237740558,1.04304817597094,0.296925980877071,0.307733631522021,"Mbd6",110962,"CCDS24235.1"
"CCDS24241.1|Mm108|chr10",25.7550902798782,4.68678569206774,2.09905351301253,2.23280905561161,0.0255615388613276,0.0333223916240439,"R3hdm2",71750,"CCDS24241.1"
"CCDS24278.1|Mm108|chr10",782.681239124794,9.61228105365468,1.90791054034855,5.03811937214763,4.70128217768159e-07,1.21693476465346e-06,"Smarcc2",68094,"CCDS24278.1"
"CCDS24297.1|Mm108|chr10",1827.47180410675,10.8356334318033,2.0675508467101,5.24080626556054,1.59876499042561e-07,4.43554799907823e-07,"Cd63",12512,"CCDS24297.1"
"CCDS24468.1|Mm108|chr11",443.591543869141,8.79308805361895,1.90218026733123,4.62263656322947,3.78893213715298e-06,8.79747762317496e-06,"Otx1",18423,"CCDS24468.1"
"CCDS24469.1|Mm108|chr11",3253.57445792266,11.6678098547901,2.15706247429411,5.40912003886599,6.33351696042977e-08,1.84216810515726e-07,"Ehbp1",216565,"CCDS24469.1"
"CCDS24557.1|Mm108|chr11",7.23649660518701,2.85529141642471,2.31012404449598,1.23599051887609,0.216462087922453,0.232710423964905,"Slu7",193116,"CCDS24557.1"
"CCDS24629.1|Mm108|chr11",4449.36278671364,12.1193830206796,2.1001665485629,5.7706771060479,7.89536349341161e-09,2.52745068043532e-08,"Sqstm1",18412,"CCDS24629.1"
"CCDS24633.1|Mm108|chr11",15.0427960926722,3.911000849011,2.42564040876838,1.61235805392804,0.106884047070856,0.123030360564538,"Canx",12330,"CCDS24633.1"
"CCDS24795.1|Mm108|chr11",28.31920325022,4.82370877121484,1.94134028934521,2.48473119199613,0.0129649292165396,0.0181710536428702,"Flii",14248,"CCDS24795.1"
"CCDS24826.1|Mm108|chr11",732.310664329633,9.51631199512396,1.86365337334954,5.10626714774773,3.28585068193257e-07,8.7568729996331e-07,"Ubb",22187,"CCDS24826.1"
"CCDS24854.2|Mm108|chr11",134.302539357683,7.06934277290272,1.83952119822693,3.84303414373081,0.000121522554576968,0.000230679656232069,"Myh2",17882,"CCDS24854.2"
"CCDS24855.1|Mm108|chr11",5867.37423960092,12.5184992992378,2.08037085609233,6.01743639244781,1.77200907656813e-09,6.43393899612991e-09,"Myh1",17879,"CCDS24855.1"
"CCDS24856.1|Mm108|chr11",293616.006430963,18.1635710930577,1.86465393384214,9.74098773150444,2.01585321135374e-22,7.2705105822825e-21,"Myh4",17884,"CCDS24856.1"
"CCDS24857.1|Mm108|chr11",256.867139340024,8.00487852982477,1.8306120516688,4.37278806425832,1.22669796366178e-05,2.68681618761548e-05,"Myh8",17885,"CCDS24857.1"
"CCDS24869.1|Mm108|chr11",289.45986420748,8.17721951131208,1.85972555882579,4.39700334950232,1.09755651907229e-05,2.4235839870127e-05,"Myh10",77579,"CCDS24869.1"
"CCDS24895.1|Mm108|chr11",784.276687195228,9.61521890638953,1.90619550604719,5.04419346068457,4.55438325296571e-07,1.19030016418089e-06,"Kdm6b",216850,"CCDS24895.1"
"CCDS24922.1|Mm108|chr11",277.380043102759,8.11572018236628,1.82389491747331,4.44966434448385,8.60045968140754e-06,1.91475254635452e-05,"Gps2",56310,"CCDS24922.1"
"CCDS24961.1|Mm108|chr11",444.389267904358,8.79568016552936,2.33877869920348,3.76080052743977,0.000169370454349488,0.000310608189162959,"Eno3",13808,"CCDS24961.1"
"CCDS24976.1|Mm108|chr11",986.328789258167,9.94592483390655,2.16242498937077,4.59943113994472,4.23646196423997e-06,9.71155051971958e-06,"Aipl1",114230,"CCDS24976.1"
"CCDS25075.1|Mm108|chr11",60.4560858118379,5.91781567056731,1.87709709195551,3.15264228788628,0.00161799945446561,0.00258975652327188,"Nsrp1",237859,"CCDS25075.1"
"CCDS25083.1|Mm108|chr11",23988.245502448,14.550040022488,2.10484539784564,6.91264072761842,4.75713681229267e-12,2.99257094819807e-11,"Nufip2",68564,"CCDS25083.1"
"CCDS25168.1|Mm108|chr11",40062.4987726563,15.2899647870828,1.8793243128661,8.13588409536649,4.08942918013971e-16,4.42476237291116e-15,"Taf15",70439,"CCDS25168.1"
"CCDS25249.1|Mm108|chr11",59.7153420648503,5.90002973119,1.89176528806025,3.11879585085298,0.00181591732899465,0.00288097148089768,"Spag9",70834,"CCDS25249.1"
"CCDS25265.1|Mm108|chr11",1096.24376525349,10.0983529222115,1.9666110824841,5.13490085159893,2.82292805620845e-07,7.59803024083965e-07,"Col1a1",12842,"CCDS25265.1"
"CCDS25337.1|Mm108|chr11",10.9971956283551,3.45906376692063,2.13004994982861,1.62393551719243,0.104389571381931,0.120415262510926,"Rpl19",19921,"CCDS25337.1"
"CCDS25366.1|Mm108|chr11",13152.247109495,13.6830216898476,2.08764268484527,6.5542929300958,5.5906130420677e-11,2.7747905098703e-10,"Wipf2",68524,"CCDS25366.1"
"CCDS25374.1|Mm108|chr11",288203.448852013,18.1367280743906,2.12415913399224,8.53830948169293,1.36199728675179e-17,1.797172029592e-16,"Smarce1",57376,"CCDS25374.1"
