"transcript_id","gene_id","length","effective_length","expected_count","TPM","FPKM","IsoPct","gene","gene_id","ccds_id"
"CCDS37531.1|Mm108|chr17",20815,1947,1716.42,7,20.71,9.25,100,"Srpk1",20815,"CCDS37531.1"
"CCDS29611.1|Mm108|chr19",20908,864,633.43,0,0,0,0,"Stx3",20908,"CCDS29611.1"
"CCDS28338.1|Mm108|chr16",209195,1791,1560.42,677,2203.33,984.02,100,"Clic6",209195,"CCDS28338.1"
"CCDS53017.1|Mm108|chrX",20964,2121,1890.42,0,0,0,0,"Syn1",20964,"CCDS53017.1"
"CCDS53018.1|Mm108|chrX",20964,2013,1782.42,0,0,0,0,"Syn1",20964,"CCDS53018.1"
"CCDS38894.1|Mm108|chr4",20970,1329,1098.42,58,268.16,119.76,100,"Sdc3",20970,"CCDS38894.1"
"CCDS70464.1|Mm108|chr13",212880,3099,2868.42,0,0,0,0,"Ddx46",212880,"CCDS70464.1"
"CCDS35530.1|Mm108|chr1",213109,6078,5847.42,9,7.82,3.49,100,"Phf3",213109,"CCDS35530.1"
"CCDS38461.1|Mm108|chr3",213582,1941,1710.42,4,11.88,5.3,100,"Map9",213582,"CCDS38461.1"
"CCDS39570.1|Mm108|chr6",21366,1866,1635.42,0,0,0,0,"Slc6a6",21366,"CCDS39570.1"
"CCDS23283.1|Mm108|chr9",214111,3393,3162.42,137,220.01,98.26,100,"Slc24a1",214111,"CCDS23283.1"
"CCDS29039.1|Mm108|chr18",21417,3354,3123.42,0,0,0,0,"Zeb1",21417,"CCDS29039.1"
"CCDS38543.1|Mm108|chr3",21427,1107,876.42,706,4090.95,1827.04,100,"Vps72",21427,"CCDS38543.1"
"CCDS23297.2|Mm108|chr9",214812,4242,4011.42,19,24.05,10.74,100,"Zfp609",214812,"CCDS23297.2"
"CCDS23987.1|Mm108|chr10",216151,3624,3393.42,0,0,0,0,"Polrmt",216151,"CCDS23987.1"
"CCDS24078.1|Mm108|chr10",216190,1989,1758.42,0,0,0,0,"Appl2",216190,"CCDS24078.1"
"CCDS36180.1|Mm108|chr11",216831,2295,2064.42,22,54.12,24.17,100,"Arhgap44",216831,"CCDS36180.1"
"CCDS48825.2|Mm108|chr11",216848,6168,5937.42,43,36.78,16.43,100,"Chd3",216848,"CCDS48825.2"
"CCDS36575.1|Mm108|chr12",217935,3000,2769.42,0,0,0,0,"Wdr60",217935,"CCDS36575.1"
"CCDS26684.1|Mm108|chr13",21828,2892,2661.42,0,0,0,0,"Thbs4",21828,"CCDS26684.1"
"CCDS26667.2|Mm108|chr13",218397,3117,2886.42,6,10.56,4.71,100,"Rasa1",218397,"CCDS26667.2"
"CCDS36032.1|Mm108|chr10",21917,1032,801.42,17,107.73,48.11,100,"Tmpo",21917,"CCDS36032.1"
"CCDS36033.1|Mm108|chr10",21917,1143,912.42,0,0,0,0,"Tmpo",21917,"CCDS36033.1"
"CCDS17056.1|Mm108|chr2",21925,483,252.6,112,2251.76,1005.65,100,"Tnnc2",21925,"CCDS17056.1"
"CCDS51973.1|Mm108|chr7",21955,786,555.43,0,0,0,0,"Tnnt1",21955,"CCDS51973.1"
"CCDS18100.1|Mm108|chr4",22004,855,624.43,19,154.53,69.01,100,"Tpm2",22004,"CCDS18100.1"
"CCDS71374.1|Mm108|chr4",22004,855,624.43,0,0,0,0,"Tpm2",22004,"CCDS71374.1"
"CCDS23451.1|Mm108|chr9",22041,2094,1863.42,2933,7993.44,3569.92,100,"Trf",22041,"CCDS23451.1"
"CCDS51811.1|Mm108|chr6",22134,1062,831.42,3778,23076.69,10306.18,100,"Tgoln1",22134,"CCDS51811.1"
"CCDS38154.1|Mm108|chr2",22138,100404,100173.42,23,1.17,0.52,100,"Ttn",22138,"CCDS38154.1"
"CCDS28578.1|Mm108|chr17",22157,1632,1401.42,6337,22964.01,10255.86,100,"Tulp1",22157,"CCDS28578.1"
"CCDS24826.1|Mm108|chr11",22187,918,687.42,0,0,0,0,"Ubb",22187,"CCDS24826.1"
"CCDS37262.1|Mm108|chr16",223989,5211,4980.42,0,0,0,0,"Marf1",223989,"CCDS37262.1"
"CCDS57072.1|Mm108|chr17",224727,3369,3138.42,39,63.11,28.18,100,"Bag6",224727,"CCDS57072.1"
"CCDS28713.1|Mm108|chr17",224742,2514,2283.42,6804,15132.51,6758.26,100,"Abcf1",224742,"CCDS28713.1"
"CCDS50152.1|Mm108|chr17",224903,2814,2583.42,13,25.56,11.41,100,"Safb",224903,"CCDS50152.1"
"CCDS29553.1|Mm108|chr19",225896,894,663.42,0,0,0,0,"Ubxn1",225896,"CCDS29553.1"
"CCDS18579.1|Mm108|chr4",22608,969,738.42,0,0,0,0,"Ybx1",22608,"CCDS18579.1"
"CCDS35749.1|Mm108|chr1",226562,8541,8310.42,19502,11917.6,5322.47,100,"Prrc2c",226562,"CCDS35749.1"
"CCDS15494.1|Mm108|chr1",226652,3282,3051.42,1,1.66,0.74,100,"Arhgap30",226652,"CCDS15494.1"
"CCDS71400.1|Mm108|chr4",22696,1785,1554.42,0,0,0,0,"Zfp37",22696,"CCDS71400.1"
"CCDS89754.1|Mm108|chr4",22696,1662,1431.42,0,0,0,0,"Zfp37",22696,"CCDS89754.1"
"CCDS89755.1|Mm108|chr4",22696,1773,1542.42,0,0,0,0,"Zfp37",22696,"CCDS89755.1"
"CCDS50538.2|Mm108|chr2",227634,4749,4518.42,0,0,0,0,"Camsap1",227634,"CCDS50538.2"
"CCDS16002.1|Mm108|chr2",227800,3195,2964.42,0,0,0,0,"Rabgap1",227800,"CCDS16002.1"
"CCDS16190.1|Mm108|chr2",228136,2148,1917.42,5,13.24,5.91,100,"Zdhhc5",228136,"CCDS16190.1"
"CCDS71195.1|Mm108|chr2",228880,3708,3477.42,0,0,0,0,"Zmynd8",228880,"CCDS71195.1"
"CCDS50869.1|Mm108|chr3",229096,1758,1527.42,0,0,0,0,"Ythdf3",229096,"CCDS50869.1"
"CCDS89615.1|Mm108|chr3",229096,1770,1539.42,0,0,0,0,"Ythdf3",229096,"CCDS89615.1"
"CCDS17442.2|Mm108|chr3",229488,3246,3015.42,5,8.42,3.76,100,"Fam160a1",229488,"CCDS17442.2"
"CCDS17596.1|Mm108|chr3",229584,4230,3999.42,0,0,0,0,"Pogz",229584,"CCDS17596.1"
"CCDS17629.1|Mm108|chr3",229603,2523,2292.42,0,0,0,0,"Otud7b",229603,"CCDS17629.1"
"CCDS38926.1|Mm108|chr4",230861,4737,4506.42,2,2.25,1.01,100,"Eif4g3",230861,"CCDS38926.1"
"CCDS19475.1|Mm108|chr5",231532,1965,1734.42,0,0,0,0,"Arhgap24",231532,"CCDS19475.1"
"CCDS39361.1|Mm108|chr5",231855,2424,2193.42,1,2.32,1.03,100,"Ap5z1",231855,"CCDS39361.1"
"CCDS20721.1|Mm108|chr7",232791,2256,2025.42,122,305.9,136.62,100,"Cnot3",232791,"CCDS20721.1"
"CCDS39982.1|Mm108|chr7",233335,4686,4455.42,0,0,0,0,"Synm",233335,"CCDS39982.1"
"CCDS21849.1|Mm108|chr7",233876,1806,1575.42,14,45.13,20.16,100,"Hirip3",233876,"CCDS21849.1"
"CCDS52567.1|Mm108|chr8",234366,1890,1659.42,0,0,0,0,"Gatad2a",234366,"CCDS52567.1"
"CCDS22384.1|Mm108|chr8",234388,654,423.44,0,0,0,0,"Ccdc124",234388,"CCDS22384.1"
"CCDS23343.1|Mm108|chr9",235497,2004,1773.42,5796,16597.75,7412.65,100,"Leo1",235497,"CCDS23343.1"
"CCDS23480.1|Mm108|chr9",235587,1587,1356.42,0.99,3.72,1.66,99.45,"Parp3",235587,"CCDS23480.1"
"CCDS48944.1|Mm108|chr11",237943,4518,4287.42,0,0,0,0,"Gpatch8",237943,"CCDS48944.1"
"CCDS36471.1|Mm108|chr12",238247,3786,3555.42,10,14.28,6.38,100,"Arid4a",238247,"CCDS36471.1"
"CCDS59625.1|Mm108|chr17",240057,4023,3792.42,0,0,0,0,"Syngap1",240057,"CCDS59625.1"
"CCDS57119.1|Mm108|chr18",24010,1674,1443.42,0,0,0,0,"Ik",24010,"CCDS57119.1"
"CCDS52274.1|Mm108|chr7",244059,5484,5253.42,1,0.97,0.43,100,"Chd2",244059,"CCDS52274.1"
"CCDS40294.1|Mm108|chr8",244349,6012,5781.42,11,9.66,4.32,100,"Kat6a",244349,"CCDS40294.1"
"CCDS36435.1|Mm108|chr12",246196,1752,1521.42,0,0,0,0,"Zfp277",246196,"CCDS36435.1"
"CCDS40083.1|Mm108|chr7",26451,447,216.83,1,23.42,10.46,100,"Rpl27a",26451,"CCDS40083.1"
"CCDS78575.1|Mm108|chr1",26921,3627,3396.42,0,0,0,0,"Map4k4",26921,"CCDS78575.1"
"CCDS78576.1|Mm108|chr1",26921,3666,3435.42,0,0,0,0,"Map4k4",26921,"CCDS78576.1"
"CCDS52383.1|Mm108|chr7",26939,2055,1824.42,0,0,0,0,"Polr3e",26939,"CCDS52383.1"
"CCDS36370.1|Mm108|chr11",26941,1068,837.42,690,4184.44,1868.8,100,"Slc9a3r1",26941,"CCDS36370.1"
"CCDS90496.1|Mm108|chr9",270118,3513,3282.42,0,0,0,0,"Maml2",270118,"CCDS90496.1"
"CCDS40031.1|Mm108|chr7",27050,732,501.43,0,0,0,0,"Rps3",27050,"CCDS40031.1"
"CCDS36951.1|Mm108|chr14",271209,5580,5349.42,2,1.9,0.85,100,"Rp1l1",271209,"CCDS36951.1"
"CCDS19983.1|Mm108|chr6",27205,1512,1281.42,3630,14386.24,6424.98,100,"Podxl",27205,"CCDS19983.1"
"CCDS39276.1|Mm108|chr5",29816,3207,2976.42,0,0,0,0,"Hip1r",29816,"CCDS39276.1"
"CCDS18873.1|Mm108|chr4",29818,510,279.54,914,16604.66,7415.73,100,"Hspb7",29818,"CCDS18873.1"
"CCDS49091.1|Mm108|chr12",319565,20625,20394.42,4,1,0.44,100,"Syne2",319565,"CCDS49091.1"
"CCDS22919.1|Mm108|chr9",319601,1848,1617.42,0,0,0,0,"Zfp653",319601,"CCDS22919.1"
"CCDS78997.1|Mm108|chr11",360013,5103,4872.42,67.09,69.93,31.23,27.19,"Myo18a",360013,"CCDS78997.1"
"CCDS36099.1|Mm108|chr11",380684,3273,3042.42,377,629.3,281.05,100,"Nefh",380684,"CCDS36099.1"
"CCDS83704.1|Mm108|chr10",432467,996,765.42,0,0,0,0,"Hnrnph3",432467,"CCDS83704.1"
"CCDS28355.1|Mm108|chr16",50795,645,414.44,14,171.55,76.62,100,"Sh3bgr",50795,"CCDS28355.1"
"CCDS90046.1|Mm108|chr6",53379,1062,831.42,0,0,0,0,"Hnrnpa2b1",53379,"CCDS90046.1"
"CCDS59615.1|Mm108|chr14",54169,5292,5061.42,5,5.02,2.24,100,"Kat6b",54169,"CCDS59615.1"
"CCDS50058.1|Mm108|chr17",54194,1926,1695.42,3,8.99,4.01,100,"Akap8l",54194,"CCDS50058.1"
"CCDS37065.1|Mm108|chr15",54375,1347,1116.42,0,0,0,0,"Azin1",54375,"CCDS37065.1"
"CCDS36185.1|Mm108|chr11",544791,5817,5586.42,327,297.27,132.76,100,"Myh13",544791,"CCDS36185.1"
"CCDS49343.1|Mm108|chr13",544971,7404,7173.42,3,2.12,0.95,100,"Bdp1",544971,"CCDS49343.1"
"CCDS27098.2|Mm108|chr14",56215,1905,1674.42,0,0,0,0,"Acin1",56215,"CCDS27098.2"
"CCDS49492.1|Mm108|chr14",56215,1746,1515.42,0,0,0,0,"Acin1",56215,"CCDS49492.1"
"CCDS37059.1|Mm108|chr15",56274,1494,1263.42,5,20.1,8.98,100,"Stk3",56274,"CCDS37059.1"
"CCDS49114.1|Mm108|chr12",56531,6420,6189.42,3,2.46,1.1,100,"Ylpm1",56531,"CCDS49114.1"
"CCDS36702.1|Mm108|chr13",56541,1239,1008.42,0,0,0,0,"Habp4",56541,"CCDS36702.1"
"CCDS25374.1|Mm108|chr11",57376,1236,1005.42,0,0,0,0,"Smarce1",57376,"CCDS25374.1"
"CCDS28827.2|Mm108|chr17",57908,6714,6483.42,0,0,0,0,"Zfp318",57908,"CCDS28827.2"
"CCDS17302.1|Mm108|chr3",58869,1848,1617.42,0,0,0,0,"Pex5l",58869,"CCDS17302.1"
"CCDS79894.1|Mm108|chr3",58869,1953,1722.42,0,0,0,0,"Pex5l",58869,"CCDS79894.1"
"CCDS41078.1|Mm108|chrX",59024,6573,6342.42,18328,14675.5,6554.16,100,"Med12",59024,"CCDS41078.1"
"CCDS20655.1|Mm108|chr6",60321,1926,1695.42,6,17.97,8.03,100,"Wbp11",60321,"CCDS20655.1"
"CCDS29564.1|Mm108|chr19",66395,16971,16740.42,0,0,0,0,"Ahnak",66395,"CCDS29564.1"
"CCDS57238.1|Mm108|chr3",66471,747,516.43,0,0,0,0,"Anp32e",66471,"CCDS57238.1"
"CCDS79967.1|Mm108|chr3",66511,612,381.45,0,0,0,0,"Chtop",66511,"CCDS79967.1"
"CCDS50877.1|Mm108|chr3",665113,4083,3852.42,0.26,0.35,0.15,3.26,"Tnik",665113,"CCDS50877.1"
"CCDS50878.1|Mm108|chr3",665113,4059,3828.42,7.74,10.26,4.58,96.74,"Tnik",665113,"CCDS50878.1"
"CCDS37011.1|Mm108|chr14",66573,2559,2328.42,0,0,0,0,"Dzip1",66573,"CCDS37011.1"
"CCDS16982.1|Mm108|chr2",66642,1692,1461.42,1,3.48,1.55,100,"Ctnnbl1",66642,"CCDS16982.1"
"CCDS49868.1|Mm108|chr16",667772,5778,5547.42,4,3.66,1.64,100,"Myh15",667772,"CCDS49868.1"
"CCDS37819.1|Mm108|chr18",67222,1326,1095.42,29753,137937.49,61603.65,100,"Srfbp1",67222,"CCDS37819.1"
"CCDS57077.1|Mm108|chr17",672682,4821,4590.42,5,5.53,2.47,100,"Muc21",672682,"CCDS57077.1"
"CCDS88715.1|Mm108|chr14",67302,5193,4962.42,0,0,0,0,"Zc3h13",67302,"CCDS88715.1"
"CCDS17338.1|Mm108|chr3",67749,852,621.43,24,196.13,87.59,100,"Mgarp",67749,"CCDS17338.1"
"CCDS38019.1|Mm108|chr19",67788,960,729.42,170,1183.59,528.6,100,"Sfr1",67788,"CCDS38019.1"
"CCDS27412.1|Mm108|chr15",68073,744,513.43,0,0,0,0,"Atpsckmt",68073,"CCDS27412.1"
"CCDS24278.1|Mm108|chr10",68094,3300,3069.42,1,1.65,0.74,100,"Smarcc2",68094,"CCDS24278.1"
"CCDS16602.1|Mm108|chr2",68142,4680,4449.42,1259,1436.99,641.77,100,"Ino80",68142,"CCDS16602.1"
"CCDS38979.1|Mm108|chr4",68703,4677,4446.42,5073,5794.11,2587.68,100,"Rere",68703,"CCDS38979.1"
"CCDS22695.1|Mm108|chr8",69528,1230,999.42,0,0,0,0,"1700030J22Rik",69528,"CCDS22695.1"
"CCDS24234.1|Mm108|chr10",69654,1209,978.42,1,5.19,2.32,100,"Dctn2",69654,"CCDS24234.1"
"CCDS38973.1|Mm108|chr4",69743,3501,3270.42,2607.4,4048.9,1808.26,90.94,"Casz1",69743,"CCDS38973.1"
"CCDS35979.1|Mm108|chr10",70335,606,375.45,1432,19369.87,8650.69,100,"Reep6",70335,"CCDS35979.1"
"CCDS23140.2|Mm108|chr9",70661,4110,3879.42,0,0,0,0,"Sik3",70661,"CCDS23140.2"
"CCDS89406.1|Mm108|chr19",70769,2103,1872.42,0,0,0,0,"Nolc1",70769,"CCDS89406.1"
"CCDS37035.1|Mm108|chr15",71175,8397,8166.42,123,76.49,34.16,100,"Nipbl",71175,"CCDS37035.1"
"CCDS80678.1|Mm108|chr7",71722,7533,7302.42,0,0,0,0,"Cic",71722,"CCDS80678.1"
"CCDS38405.1|Mm108|chr3",71827,1248,1017.42,0,0,0,0,"Lrrc34",71827,"CCDS38405.1"
"CCDS39943.1|Mm108|chr7",71960,5979,5748.42,0,0,0,0,"Myh14",71960,"CCDS39943.1"
"CCDS25913.1|Mm108|chr12",73385,624,393.45,0,0,0,0,"Fam177a",73385,"CCDS25913.1"
"CCDS16938.1|Mm108|chr2",75608,675,444.44,712,8135.79,3633.49,100,"Chmp4b",75608,"CCDS16938.1"
"CCDS52660.1|Mm108|chr8",75687,3672,3441.42,9,13.28,5.93,100,"Ripor1",75687,"CCDS52660.1"
"CCDS49737.1|Mm108|chr15",75705,1836,1605.42,5,15.82,7.06,100,"Eif4b",75705,"CCDS49737.1"
