"target_id","length","eff_length","est_counts","tpm","gene","gene_id","ccds_id"
"CCDS17596.1|Mm108|chr3",4230,3935.93,25246.9,166.956,"Pogz",229584,"CCDS17596.1"
"CCDS17629.1|Mm108|chr3",2523,2228.93,21875,255.442,"Otud7b",229603,"CCDS17629.1"
"CCDS17683.1|Mm108|chr3",3072,2777.93,3150110,29515.2,"Atp1a1",11928,"CCDS17683.1"
"CCDS17714.1|Mm108|chr3",771,476.998,14,0.763929,"Atp5pb",11950,"CCDS17714.1"
"CCDS17770.1|Mm108|chr3",1629,1334.93,40,0.779906,"Prpf38b",66921,"CCDS17770.1"
"CCDS17809.1|Mm108|chr3",2277,1982.93,17,0.223143,"Dnttip2",99480,"CCDS17809.1"
"CCDS17955.1|Mm108|chr4",639,345.157,93,7.01306,"Rab2a",59021,"CCDS17955.1"
"CCDS18005.1|Mm108|chr4",1338,1043.93,4,0.0997308,"Pou3f2",18992,"CCDS18005.1"
"CCDS18049.1|Mm108|chr4",1194,899.931,24923,720.829,"Dnaja1",15502,"CCDS18049.1"
"CCDS18051.1|Mm108|chr4",1200,905.931,10,0.287307,"B4galt1",14595,"CCDS18051.1"
"CCDS18054.1|Mm108|chr4",3345,3050.93,578,4.93102,"Nfx1",74164,"CCDS18054.1"
"CCDS18067.1|Mm108|chr4",1119,824.931,8,0.252414,"Cntfr",12804,"CCDS18067.1"
"CCDS18100.1|Mm108|chr4",855,560.998,2805,130.141,"Tpm2",22004,"CCDS18100.1"
"CCDS18256.1|Mm108|chr4",2721,2426.93,2.64657,0.0283835,"Whrn",73750,"CCDS18256.1"
"CCDS18257.1|Mm108|chr4",2724,2429.93,0.353319,0.00378455,"Whrn",73750,"CCDS18257.1"
"CCDS18513.1|Mm108|chr4",2322,2027.93,3,0.0385043,"Nasp",50927,"CCDS18513.1"
"CCDS18539.1|Mm108|chr4",1110,815.931,3,0.0956994,"B4galt2",53418,"CCDS18539.1"
"CCDS18579.1|Mm108|chr4",969,674.931,14684,566.274,"Ybx1",22608,"CCDS18579.1"
"CCDS18645.1|Mm108|chr4",2856,2561.93,4,0.0406381,"Thrap3",230753,"CCDS18645.1"
"CCDS18708.2|Mm108|chr4",1401,1106.93,1,0.0235137,"Tinagl1",94242,"CCDS18708.2"
"CCDS18742.1|Mm108|chr4",1494,1199.93,4,0.0867651,"Wasf2",242687,"CCDS18742.1"
"CCDS18759.1|Mm108|chr4",273,64.2267,1536,622.468,"Hmgn2",15331,"CCDS18759.1"
"CCDS18772.1|Mm108|chr4",450,184.034,15773,2230.79,"Stmn1",16765,"CCDS18772.1"
"CCDS18873.1|Mm108|chr4",510,230.677,16,1.80533,"Hspb7",29818,"CCDS18873.1"
"CCDS18963.1|Mm108|chr4",2940,2645.93,7.62267e-08,7.49842e-10,"Clstn1",65945,"CCDS18963.1"
"CCDS19030.1|Mm108|chr4",1023,728.931,1,0.0357071,"Gnb1",14688,"CCDS19030.1"
"CCDS19035.1|Mm108|chr4",2766,2471.93,16622,175.02,"Mib2",76580,"CCDS19035.1"
"CCDS19070.1|Mm108|chr5",11340,11045.9,14,0.0329888,"Akap9",100986,"CCDS19070.1"
"CCDS19157.1|Mm108|chr5",5994,5699.93,0.107606,0.000491369,"Otof",83762,"CCDS19157.1"
"CCDS19207.1|Mm108|chr5",2217,1922.93,11,0.148892,"Letm1",56384,"CCDS19207.1"
"CCDS19337.2|Mm108|chr5",9024,8729.93,3,0.00894441,"Fryl",72313,"CCDS19337.2"
"CCDS19372.1|Mm108|chr5",3249,2954.93,142353,1253.89,"Rest",19712,"CCDS19372.1"
"CCDS19376.1|Mm108|chr5",2631,2336.93,1,0.0111377,"Epha5",13839,"CCDS19376.1"
"CCDS19460.2|Mm108|chr5",1263,968.931,2,0.0537253,"Hnrnpdl",50926,"CCDS19460.2"
"CCDS19475.1|Mm108|chr5",1965,1670.93,120.981,1.88452,"Arhgap24",231532,"CCDS19475.1"
"CCDS19483.1|Mm108|chr5",1953,1658.93,218599,3429.74,"Sparcl1",13602,"CCDS19483.1"
"CCDS19500.1|Mm108|chr5",2871,2576.93,2,0.0202008,"Brdt",114642,"CCDS19500.1"
"CCDS19539.1|Mm108|chr5",2517,2222.93,70,0.819622,"Tfip11",54723,"CCDS19539.1"
"CCDS19657.1|Mm108|chr5",2331,2036.93,1,0.0127781,"Kdm2b",30841,"CCDS19657.1"
"CCDS19694.1|Mm108|chr5",2838,2543.93,117,1.19708,"Sfswap",231769,"CCDS19694.1"
"CCDS19817.1|Mm108|chr5",2154,1859.93,4,0.0559763,"Mad1l1",17120,"CCDS19817.1"
"CCDS19838.2|Mm108|chr5",3054,2759.93,4,0.0377227,"Zfp316",54201,"CCDS19838.2"
"CCDS19881.1|Mm108|chr5",4062,3767.93,4,0.0276311,"Mtus2",77521,"CCDS19881.1"
"CCDS19897.1|Mm108|chr6",3288,2993.93,375,3.2601,"Ppp1r9a",243725,"CCDS19897.1"
"CCDS19983.1|Mm108|chr6",1512,1217.93,297,6.3471,"Podxl",27205,"CCDS19983.1"
"CCDS19986.1|Mm108|chr6",684,390.157,389,25.9509,"Chchd3",66075,"CCDS19986.1"
"CCDS20000.1|Mm108|chr6",1878,1583.93,1,0.0164326,"Slc13a4",243755,"CCDS20000.1"
"CCDS20201.1|Mm108|chr6",423,176.372,3,0.442723,"Snca",20617,"CCDS20201.1"
"CCDS20530.2|Mm108|chr6",900,605.998,4,0.171803,"Tpi1",21991,"CCDS20530.2"
"CCDS20543.1|Mm108|chr6",5748,5453.93,8,0.0381787,"Chd4",107932,"CCDS20543.1"
"CCDS20655.1|Mm108|chr6",1926,1631.93,135,2.15314,"Wbp11",60321,"CCDS20655.1"
"CCDS20684.1|Mm108|chr6",1005,710.931,9604,351.614,"Ldhb",16832,"CCDS20684.1"
"CCDS20721.1|Mm108|chr7",2256,1961.93,232,3.07784,"Cnot3",232791,"CCDS20721.1"
"CCDS20750.1|Mm108|chr7",4116,3821.93,3136,21.3567,"Ssc5d",269855,"CCDS20750.1"
"CCDS20783.1|Mm108|chr7",4716,4421.93,27114,159.596,"Peg3",18616,"CCDS20783.1"
"CCDS20902.1|Mm108|chr7",1146,851.931,3,0.0916554,"Ckm",12715,"CCDS20902.1"
"CCDS20903.1|Mm108|chr7",2259,1964.93,62111,822.74,"Mark4",232944,"CCDS20903.1"
"CCDS20912.1|Mm108|chr7",936,641.998,5066,205.387,"Apoe",11816,"CCDS20912.1"
"CCDS20975.1|Mm108|chr7",2028,1733.93,284.732,4.27411,"Zfp526",210172,"CCDS20975.1"
"CCDS20995.1|Mm108|chr7",2580,2285.93,1.46816,0.0167168,"Hnrnpul1",232989,"CCDS20995.1"
"CCDS21036.1|Mm108|chr7",984,689.931,458,17.2783,"Fbl",14113,"CCDS21036.1"
"CCDS21043.1|Mm108|chr7",1608,1313.93,1,0.0198093,"Paf1",54624,"CCDS21043.1"
"CCDS21147.1|Mm108|chr7",2793,2498.93,2,0.0208313,"Gpatch1",67471,"CCDS21147.1"
"CCDS21178.1|Mm108|chr7",1404,1109.93,1,0.0234501,"Siglece",83382,"CCDS21178.1"
"CCDS21216.1|Mm108|chr7",1581,1286.93,19,0.384273,"Nup62",18226,"CCDS21216.1"
"CCDS21240.1|Mm108|chr7",1347,1052.93,4,0.0988784,"Snrnp70",20637,"CCDS21240.1"
"CCDS21256.1|Mm108|chr7",2886,2591.93,1,0.0100419,"Rasip1",69903,"CCDS21256.1"
"CCDS21260.1|Mm108|chr7",978,683.931,6,0.228339,"Dbp",13170,"CCDS21260.1"
"CCDS21464.1|Mm108|chr7",1635,1340.93,3,0.0582313,"Pak1",18479,"CCDS21464.1"
"CCDS21731.1|Mm108|chr7",1086,791.931,8,0.262932,"Eif3f",66085,"CCDS21731.1"
"CCDS21744.1|Mm108|chr7",1758,1463.93,8,0.142236,"Swap70",20947,"CCDS21744.1"
"CCDS21760.1|Mm108|chr7",3300,3005.93,2,0.0173178,"Pde3b",18576,"CCDS21760.1"
"CCDS21845.1|Mm108|chr7",1095,800.931,1686,54.7903,"Aldoa",11674,"CCDS21845.1"
"CCDS21849.1|Mm108|chr7",1806,1511.93,634751,10927.3,"Hirip3",233876,"CCDS21849.1"
"CCDS21859.1|Mm108|chr7",1029,734.931,380,13.4579,"Cd2bp2",70233,"CCDS21859.1"
"CCDS21883.1|Mm108|chr7",486,208.324,36523,4563.19,"Vkorc1",27973,"CCDS21883.1"
"CCDS21886.1|Mm108|chr7",1557,1262.93,0.0203015,0.000418397,"Fus",233908,"CCDS21886.1"
"CCDS21896.1|Mm108|chr7",546,261.287,8,0.796918,"Rgs10",67865,"CCDS21896.1"
"CCDS21904.1|Mm108|chr7",3441,3146.93,6,0.0496255,"Tacc2",57752,"CCDS21904.1"
"CCDS21909.1|Mm108|chr7",5841,5546.93,0.999937,0.00469203,"Dmbt1",12945,"CCDS21909.1"
"CCDS21935.1|Mm108|chr7",951,656.998,525,20.7987,"Bccip",66165,"CCDS21935.1"
"CCDS22021.1|Mm108|chr7",1962,1667.93,1,0.015605,"Brsk2",75770,"CCDS22021.1"
"CCDS22112.1|Mm108|chr8",1695,1400.93,7,0.130054,"Grk1",24013,"CCDS22112.1"
"CCDS22210.2|Mm108|chr8",4011,3716.93,116,0.812297,"Adgra2",78560,"CCDS22210.2"
"CCDS22222.1|Mm108|chr8",891,596.998,9,0.392384,"Mak16",67920,"CCDS22222.1"
"CCDS22246.1|Mm108|chr8",891,596.998,42,1.83112,"Cldn23",71908,"CCDS22246.1"
"CCDS22310.1|Mm108|chr8",837,542.998,421,20.1802,"Gpm6a",234267,"CCDS22310.1"
"CCDS22355.1|Mm108|chr8",1893,1598.93,12241.1,199.266,"Gatad2a",234366,"CCDS22355.1"
"CCDS22372.1|Mm108|chr8",1809,1514.93,125,2.14763,"Ell",13716,"CCDS22372.1"
"CCDS22384.1|Mm108|chr8",654,360.157,12301,888.976,"Ccdc124",234388,"CCDS22384.1"
"CCDS22429.1|Mm108|chr8",1236,941.931,246376,6808.02,"Pou4f2",18997,"CCDS22429.1"
"CCDS22430.1|Mm108|chr8",1167,872.931,1,0.0298168,"Rbmxl1",19656,"CCDS22430.1"
"CCDS22571.1|Mm108|chr8",2391,2096.93,1,0.0124124,"Cdh11",12552,"CCDS22571.1"
"CCDS22652.1|Mm108|chr8",3687,3392.93,2,0.0153425,"Dhx38",64340,"CCDS22652.1"
"CCDS22695.1|Mm108|chr8",1230,935.931,1476,41.0472,"1700030J22Rik",69528,"CCDS22695.1"
"CCDS22726.1|Mm108|chr8",378,136.393,2139,408.187,"Map1lc3b",67443,"CCDS22726.1"
"CCDS22733.1|Mm108|chr8",2988,2693.93,3,0.0289852,"Zfpm1",22761,"CCDS22733.1"
"CCDS22736.1|Mm108|chr8",2847,2552.93,59.6993,0.608655,"Zc3h18",76014,"CCDS22736.1"
"CCDS22740.1|Mm108|chr8",714,419.998,5,0.309859,"Rnf166",68718,"CCDS22740.1"
"CCDS22909.1|Mm108|chr9",4845,4550.93,4.53455,0.0259343,"Smarca4",20586,"CCDS22909.1"
"CCDS22919.1|Mm108|chr9",1848,1553.93,14676,245.82,"Zfp653",319601,"CCDS22919.1"
"CCDS23121.1|Mm108|chr9",561,274.426,13,1.23299,"Ttc36",192653,"CCDS23121.1"
"CCDS23140.2|Mm108|chr9",4110,3815.93,77,0.525208,"Sik3",70661,"CCDS23140.2"
"CCDS23148.1|Mm108|chr9",1338,1043.93,4,0.0997308,"Cadm1",54725,"CCDS23148.1"
"CCDS23228.1|Mm108|chr9",1353,1058.93,1,0.0245795,"Csk",12988,"CCDS23228.1"
"CCDS23232.1|Mm108|chr9",1917,1622.93,6,0.096226,"Clk3",102414,"CCDS23232.1"
"CCDS23236.1|Mm108|chr9",2013,1718.93,8,0.121136,"Stra6",20897,"CCDS23236.1"
"CCDS23283.1|Mm108|chr9",3393,3098.93,265884,2233.17,"Slc24a1",214111,"CCDS23283.1"
"CCDS23297.2|Mm108|chr9",4242,3947.93,161,1.06145,"Zfp609",214812,"CCDS23297.2"
"CCDS23328.1|Mm108|chr9",3894,3599.93,54,0.390428,"Cgnl1",68178,"CCDS23328.1"
"CCDS23335.1|Mm108|chr9",666,372.157,17,1.18895,"Rab27a",11891,"CCDS23335.1"
"CCDS23339.1|Mm108|chr9",1398,1103.93,25,0.58944,"Onecut1",15379,"CCDS23339.1"
"CCDS23343.1|Mm108|chr9",2004,1709.93,1094,16.6525,"Leo1",235497,"CCDS23343.1"
"CCDS23347.1|Mm108|chr9",1416,1121.93,128854,2989.33,"Scg3",20255,"CCDS23347.1"
"CCDS23368.1|Mm108|chr9",3789,3494.93,32694,243.484,"Myo6",17920,"CCDS23368.1"
"CCDS23451.1|Mm108|chr9",2094,1799.93,45,0.650726,"Trf",22041,"CCDS23451.1"
"CCDS23480.1|Mm108|chr9",1587,1292.93,19,0.38249,"Parp3",235587,"CCDS23480.1"
"CCDS23507.1|Mm108|chr9",2961,2666.93,251,2.44965,"Rbm6",19654,"CCDS23507.1"
"CCDS23815.1|Mm108|chr10",2283,1988.93,2,0.0261729,"Sec63",140740,"CCDS23815.1"
"CCDS23852.1|Mm108|chr10",1554,1259.93,91,1.87991,"Hsf2",15500,"CCDS23852.1"
"CCDS23892.1|Mm108|chr10",2205,1910.93,90713,1235.57,"Ddx50",94213,"CCDS23892.1"
"CCDS23911.1|Mm108|chr10",2517,2222.93,7,0.0819622,"Ank3",11735,"CCDS23911.1"
"CCDS23920.1|Mm108|chr10",759,464.998,1,0.0559745,"Zwint",52696,"CCDS23920.1"
"CCDS23987.1|Mm108|chr10",3624,3329.93,8679,67.8384,"Polrmt",216151,"CCDS23987.1"
"CCDS24050.1|Mm108|chr10",1716,1421.93,1,0.0183047,"Apba3",57267,"CCDS24050.1"
"CCDS24078.1|Mm108|chr10",1989,1694.93,1278,19.6255,"Appl2",216190,"CCDS24078.1"
"CCDS24225.1|Mm108|chr10",1047,752.931,1,0.0345689,"Marchf9",216438,"CCDS24225.1"
"CCDS24234.1|Mm108|chr10",1209,914.931,3,0.0853442,"Dctn2",69654,"CCDS24234.1"
"CCDS24235.1|Mm108|chr10",3018,2723.93,1.73832,0.0166102,"Mbd6",110962,"CCDS24235.1"
"CCDS24241.1|Mm108|chr10",3000,2705.93,1,0.00961888,"R3hdm2",71750,"CCDS24241.1"
"CCDS24278.1|Mm108|chr10",3300,3005.93,1173,10.1569,"Smarcc2",68094,"CCDS24278.1"
"CCDS24297.1|Mm108|chr10",717,422.998,2908,178.936,"Cd63",12512,"CCDS24297.1"
"CCDS24468.1|Mm108|chr11",1068,773.931,51.735,1.7399,"Otx1",18423,"CCDS24468.1"
"CCDS24469.1|Mm108|chr11",3621,3326.93,5189,40.5958,"Ehbp1",216565,"CCDS24469.1"
"CCDS24470.1|Mm108|chr11",597,304.57,2,0.170917,"Tmem17",103765,"CCDS24470.1"
"CCDS24529.1|Mm108|chr11",2901,2606.93,3,0.0299525,"Stk10",20868,"CCDS24529.1"
"CCDS24557.1|Mm108|chr11",1758,1463.93,2,0.0355591,"Slu7",193116,"CCDS24557.1"
"CCDS24585.1|Mm108|chr11",954,659.998,1,0.0394365,"Rack1",14694,"CCDS24585.1"
"CCDS24599.1|Mm108|chr11",939,644.998,1,0.0403537,"Olfr1394",258273,"CCDS24599.1"
"CCDS24629.1|Mm108|chr11",1329,1034.93,9,0.226346,"Sqstm1",18412,"CCDS24629.1"
"CCDS24633.1|Mm108|chr11",1776,1481.93,24,0.421526,"Canx",12330,"CCDS24633.1"
"CCDS24705.1|Mm108|chr11",2022,1727.93,10.6122,0.159853,"Anxa6",11749,"CCDS24705.1"
"CCDS24795.1|Mm108|chr11",3816,3521.93,21,0.155196,"Flii",14248,"CCDS24795.1"
"CCDS24826.1|Mm108|chr11",918,623.998,161,6.71559,"Ubb",22187,"CCDS24826.1"
"CCDS24854.2|Mm108|chr11",5829,5534.93,94.4973,0.444374,"Myh2",17882,"CCDS24854.2"
"CCDS24855.1|Mm108|chr11",5829,5534.93,18.0358,0.0848134,"Myh1",17879,"CCDS24855.1"
"CCDS24856.1|Mm108|chr11",5820,5525.93,57488,270.778,"Myh4",17884,"CCDS24856.1"
"CCDS24857.1|Mm108|chr11",5814,5519.93,147.417,0.695113,"Myh8",17885,"CCDS24857.1"
"CCDS24859.1|Mm108|chr11",609,316.044,2,0.164711,"Rcvrn",19674,"CCDS24859.1"
"CCDS24869.1|Mm108|chr11",5931,5636.93,80,0.369393,"Myh10",77579,"CCDS24869.1"
"CCDS24895.1|Mm108|chr11",4926,4631.93,1173,6.59139,"Kdm6b",216850,"CCDS24895.1"
"CCDS24922.1|Mm108|chr11",984,689.931,216,8.14872,"Gps2",56310,"CCDS24922.1"
"CCDS24961.1|Mm108|chr11",1305,1010.93,709,18.2543,"Eno3",13808,"CCDS24961.1"
"CCDS24976.1|Mm108|chr11",987,692.931,1573,59.0854,"Aipl1",114230,"CCDS24976.1"
"CCDS25032.1|Mm108|chr11",2139,1844.93,1,0.0141079,"Rap1gap2",380711,"CCDS25032.1"
"CCDS25036.1|Mm108|chr11",1662,1367.93,3,0.0570819,"Mettl16",67493,"CCDS25036.1"
"CCDS25039.1|Mm108|chr11",4257,3962.93,1,0.00656787,"Smg6",103677,"CCDS25039.1"
"CCDS25075.1|Mm108|chr11",1629,1334.93,36,0.701916,"Nsrp1",237859,"CCDS25075.1"
"CCDS25083.1|Mm108|chr11",2079,1784.93,38230,557.473,"Nufip2",68564,"CCDS25083.1"
"CCDS25168.1|Mm108|chr11",1674,1379.93,5992,113.02,"Taf15",70439,"CCDS25168.1"
"CCDS25249.1|Mm108|chr11",3495,3200.93,24,0.195153,"Spag9",70834,"CCDS25249.1"
"CCDS25265.1|Mm108|chr11",4362,4067.93,1714,10.9668,"Col1a1",12842,"CCDS25265.1"
"CCDS25303.1|Mm108|chr11",558,271.426,4,0.383574,"Cbx1",12412,"CCDS25303.1"
"CCDS25337.1|Mm108|chr11",591,298.57,8,0.697405,"Rpl19",19921,"CCDS25337.1"
"CCDS25363.1|Mm108|chr11",1848,1553.93,1,0.0167498,"Nr1d1",217166,"CCDS25363.1"
"CCDS25366.1|Mm108|chr11",1323,1028.93,34,0.86007,"Wipf2",68524,"CCDS25366.1"
"CCDS25374.1|Mm108|chr11",1236,941.931,459491,12696.9,"Smarce1",57376,"CCDS25374.1"
"CCDS25516.1|Mm108|chr11",2829,2534.93,51340,527.146,"Map3k14",53859,"CCDS25516.1"
"CCDS25551.1|Mm108|chr11",1452,1157.93,7,0.157346,"Ccdc47",67163,"CCDS25551.1"
"CCDS25568.1|Mm108|chr11",1371,1076.93,5,0.120844,"Psmd12",66997,"CCDS25568.1"
"CCDS25600.2|Mm108|chr11",558,271.426,2,0.191787,"Fam104a",28081,"CCDS25600.2"
"CCDS25647.1|Mm108|chr11",3606,3311.93,1,0.00785887,"Caskin2",140721,"CCDS25647.1"
"CCDS25661.1|Mm108|chr11",6108,5813.93,2771,12.4053,"Evpl",14027,"CCDS25661.1"
"CCDS25710.1|Mm108|chr11",1656,1361.93,18,0.344,"Cbx4",12418,"CCDS25710.1"
"CCDS25728.1|Mm108|chr11",3273,2978.93,1.87779e-06,1.64069e-08,"Slc38a10",72055,"CCDS25728.1"
"CCDS25783.1|Mm108|chr12",2391,2096.93,1,0.0124124,"Kif3c",16570,"CCDS25783.1"
"CCDS25795.1|Mm108|chr12",777,482.998,1,0.0538885,"Ubxn2a",217379,"CCDS25795.1"
"CCDS25799.1|Mm108|chr12",591,298.57,1,0.0871757,"Rhob",11852,"CCDS25799.1"
"CCDS25888.1|Mm108|chr12",912,617.998,125,5.26459,"Meox2",17286,"CCDS25888.1"
"CCDS25913.1|Mm108|chr12",624,330.592,2591.5,204.033,"Fam177a",73385,"CCDS25913.1"
"CCDS25933.1|Mm108|chr12",2181,1886.93,2076,28.636,"Pnn",18949,"CCDS25933.1"
"CCDS25992.1|Mm108|chr12",2142,1847.93,25,0.352124,"Zbtb1",268564,"CCDS25992.1"
"CCDS26090.1|Mm108|chr12",2688,2393.93,2,0.021745,"Ston2",108800,"CCDS26090.1"
"CCDS26103.1|Mm108|chr12",1374,1079.93,3,0.0723047,"Foxn3",71375,"CCDS26103.1"
"CCDS26120.1|Mm108|chr12",1392,1097.93,89,2.10987,"Chga",12652,"CCDS26120.1"
"CCDS26129.1|Mm108|chr12",2574,2279.93,47,0.536559,"Ddx24",27225,"CCDS26129.1"
"CCDS26163.1|Mm108|chr12",1245,950.931,178.469,4.88489,"Yy1",22632,"CCDS26163.1"
"CCDS26176.1|Mm108|chr12",5142,4847.93,5,0.0268445,"Cdc42bpb",217866,"CCDS26176.1"
"CCDS26183.1|Mm108|chr12",1146,851.931,240,7.33243,"Ckb",12709,"CCDS26183.1"
"CCDS26230.1|Mm108|chr13",2355,2060.93,0.5,0.00631463,"Pfkp",56421,"CCDS26230.1"
"CCDS26258.1|Mm108|chr13",2061,1766.93,2.99995,0.0441912,"Amph",218038,"CCDS26258.1"
"CCDS26490.1|Mm108|chr13",1143,848.931,638,19.5609,"Dek",110052,"CCDS26490.1"
"CCDS26527.1|Mm108|chr13",1056,761.931,10,0.341606,"Thoc3",73666,"CCDS26527.1"
"CCDS26533.1|Mm108|chr13",636,342.157,309,23.5058,"Cltb",74325,"CCDS26533.1"
"CCDS26667.2|Mm108|chr13",3117,2822.93,167352,1543.02,"Rasa1",218397,"CCDS26667.2"
"CCDS26679.1|Mm108|chr13",1260,965.931,9515,256.392,"Ckmt2",76722,"CCDS26679.1"
"CCDS26684.1|Mm108|chr13",2892,2597.93,21754,217.948,"Thbs4",21828,"CCDS26684.1"
"CCDS26723.1|Mm108|chr13",7395,7100.93,10982,40.2539,"Map1b",17755,"CCDS26723.1"
